"age","years_exp","stats_id","birth_country","competitions","college","full_name","birth_date","practice_participation","depth_chart_position","rotoworld_id","pandascore_id","rotowire_id","active","fantasy_data_id","team","birth_state","weight","opta_id","search_rank","fantasy_positions","status","injury_body_part","sport","injury_notes","high_school","sportradar_id","team_changed_at","first_name","yahoo_id","gsis_id","kalshi_id","birth_city","swish_id","metadata","last_name","hashtag","search_first_name","depth_chart_order","injury_status","position","news_updated","player_id","practice_description","oddsjam_id","team_abbr","search_last_name","height","number","search_full_name","injury_start_date","espn_id","dupes"
NA,7,NA,NA,"[]","","Zack MacEwen",NA,NA,NA,NA,NA,NA,"True",NA,"OTT",NA,227,NA,NA,"","ACT",NA,"nhl",NA,NA,"70b8e423-58b3-492d-8a8b-2c6f97859c0e",NA,"Zack",NA,NA,NA,NA,9006429,"{'birth_date': '1996-07-08', 'birth_place': 'Charlottetown, PE, CAN', 'channel_id': '1157131150100025344', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2018'}","MacEwen","#zackmacewen-NHL-OTT-17","zack",NA,NA,"RW",NA,"1079",NA,NA,NA,"macewen",76,17,"zackmacewen",NA,4063569,1
NA,2,NA,NA,"[]","","Matthew Poitras",NA,NA,NA,NA,NA,NA,"True",NA,"BOS",NA,180,NA,NA,"","ACT",NA,"nhl",NA,NA,"26e4b065-15ed-459f-b532-631d34f678a0",NA,"Matthew",NA,NA,NA,NA,9014794,"{'birth_date': '2004-03-10', 'birth_place': 'Ajax, ON, CAN', 'channel_id': '1157131115236970496', 'college': '', 'draft_pick': '54', 'draft_round': '2', 'draft_year': '2022', 'high_school': '', 'rookie_year': '2023'}","Poitras","#matthewpoitras-NHL-BOS-51","matthew",NA,NA,"C",NA,"2445",NA,NA,NA,"poitras",71,51,"matthewpoitras",NA,5080221,1
NA,5,NA,NA,"[]","","Jan Jenik",NA,NA,NA,NA,NA,NA,"True",NA,"OTT",NA,199,NA,NA,"","ACT",NA,"nhl",NA,NA,"6cebc9c4-e745-4e2f-8026-34dd01798bdc",NA,"Jan",NA,NA,NA,NA,9012764,"{'birth_date': '2000-09-15', 'birth_place': 'Nymburk,, CZE', 'channel_id': '1182029935137542144', 'college': '', 'draft_pick': '65', 'draft_round': '3', 'draft_year': '2018', 'high_school': '', 'rookie_year': '2020'}","Jenik","#janjenik-NHL-OTT-14","jan",NA,NA,"C",NA,"2672",NA,NA,NA,"jenik",74,14,"janjenik",NA,4587568,1
NA,NA,NA,NA,"[]","","Matt Pietroniro",NA,NA,NA,NA,NA,NA,"True",NA,"TB",NA,185,NA,NA,"","ACT",NA,"nhl",NA,NA,"1f9f2107-e181-4cd0-81c5-9ac8bb262a41",NA,"Matt",NA,NA,NA,NA,9015793,"{'birth_date': '1998-10-20', 'birth_place': 'Boise, ID, USA', 'channel_id': '1274121868810424320', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Pietroniro","#mattpietroniro-NHL-TB-72","matt",NA,NA,"D",NA,"3122",NA,NA,NA,"pietroniro",73,72,"mattpietroniro",NA,NA,1
NA,NA,NA,NA,"[]","Boston College","Aidan Hreschuk",NA,NA,NA,NA,NA,NA,"True",NA,"DAL",NA,188,NA,NA,"","ACT",NA,"nhl",NA,NA,"71fef459-56b9-4fe8-b50e-56cabcafecc3",NA,"Aidan",NA,NA,NA,NA,NA,"{'birth_date': '2003-02-19', 'birth_place': 'Long Beach, CA, USA', 'channel_id': '1274544606486237184', 'college': 'Boston College', 'draft_pick': '94', 'draft_round': '3', 'draft_year': '2021', 'high_school': '', 'rookie_year': ''}","Hreschuk","#aidanhreschuk-NHL-DAL-78","aidan",NA,NA,"D",NA,"4056",NA,NA,NA,"hreschuk",71,78,"aidanhreschuk",NA,5104043,1
NA,7,NA,NA,"[]","","Jake Middleton",NA,NA,NA,NA,NA,NA,"True",NA,"MIN",NA,219,NA,NA,"","ACT",NA,"nhl",NA,NA,"d30b3e05-3cb7-42cc-b035-96280637e4cc",NA,"Jake",NA,NA,NA,NA,9000570,"{'birth_date': '1996-01-02', 'birth_place': 'Wainwright, AB, CAN', 'channel_id': '1157131037445214208', 'college': '', 'draft_pick': '210', 'draft_round': '7', 'draft_year': '2014', 'high_school': '', 'rookie_year': '2018'}","Middleton","#jakemiddleton-NHL-MIN-5","jake",NA,NA,"D",NA,"1314",NA,NA,NA,"middleton",75,5,"jakemiddleton",NA,3149839,1
NA,NA,NA,NA,"[]","","Viggo Gustafsson",NA,NA,NA,NA,NA,NA,"True",NA,"NSH",NA,194,NA,NA,"","UDP",NA,"nhl",NA,NA,"ada97f01-3eda-4cc7-9e7d-db5898077831",NA,"Viggo",NA,NA,NA,NA,NA,"{'birth_date': '2006-09-11', 'birth_place': 'Vackelsang,, SWE', 'college': '', 'draft_pick': '77', 'draft_round': '3', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}","Gustafsson","#viggogustafsson-NHL-NSH","viggo",NA,NA,"D",NA,"3291",NA,NA,NA,"gustafsson",74,NA,"viggogustafsson",NA,NA,1
NA,2,NA,NA,"[]","","Joel Teasdale",NA,NA,NA,NA,NA,NA,"True",NA,"TB",NA,212,NA,NA,"","ACT",NA,"nhl",NA,NA,"69acc687-c1be-4754-8b93-4bc6e0cf77ad",NA,"Joel",NA,NA,NA,NA,9012908,"{'birth_date': '1999-03-11', 'birth_place': 'Repentigny, QC, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2022'}","Teasdale","#joelteasdale-NHL-TB-58","joel",NA,NA,"LW",NA,"2520",NA,NA,NA,"teasdale",72,58,"joelteasdale",NA,4392895,1
NA,NA,NA,NA,"[]","","Joona Vaisanen",NA,NA,NA,NA,NA,NA,"True",NA,"PIT",NA,175,NA,NA,"","UDP",NA,"nhl",NA,NA,"77df1fb0-63f8-4fd2-87ca-0426f7132129",NA,"Joona",NA,NA,NA,NA,NA,"{'birth_date': '2004-07-29', 'birth_place': 'Espoo,, FIN', 'college': '', 'draft_pick': '175', 'draft_round': '6', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}","Vaisanen","#joonavaisanen-NHL-PIT","joona",NA,NA,"D",NA,"3420",NA,NA,NA,"vaisanen",72,NA,"joonavaisanen",NA,NA,1
NA,NA,NA,NA,"[]","","Jace Isley",NA,NA,NA,NA,NA,NA,"True",NA,"NJ",NA,201,NA,NA,"","ACT",NA,"nhl",NA,NA,"48f1106e-20b9-4385-b90e-fba776d32299",NA,"Jace",NA,NA,NA,NA,9025222,"{'birth_date': '2002-07-14', 'birth_place': 'Grande Prairie, AB, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Isley","#jaceisley-NHL-NJ-68","jace",NA,NA,"C",NA,"3642",NA,NA,NA,"isley",74,68,"jaceisley",NA,NA,1
NA,NA,NA,NA,"[]","","Melvin Novotny",NA,NA,NA,NA,NA,NA,"True",NA,"BUF",NA,185,NA,NA,"","UDP",NA,"nhl",NA,NA,"36867698-8bbd-4612-a45b-facbd82b0871",NA,"Melvin",NA,NA,NA,NA,NA,"{'birth_date': '2007-04-03', 'birth_place': 'Taby,, SWE', 'channel_id': '1244828829680160768', 'college': '', 'draft_pick': '195', 'draft_round': '7', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}","Novotny","#melvinnovotny-NHL-BUF","melvin",NA,NA,"LW",NA,"3900",NA,NA,NA,"novotny",74,NA,"melvinnovotny",NA,NA,1
NA,NA,NA,NA,"[]","","Jacob Mathieu",NA,NA,NA,NA,NA,NA,"True",NA,"VGK",NA,177,NA,NA,"","ACT",NA,"nhl",NA,NA,"4d8bb860-375b-4cc0-a7ee-62a3cc35a898",NA,"Jacob",NA,NA,NA,NA,9015071,"{'birth_date': '2004-05-05', 'birth_place': 'Saint-Odilon-de-Cranbourne, QC, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Mathieu","#jacobmathieu-NHL-VGK-97","jacob",NA,NA,"C",NA,"3624",NA,NA,NA,"mathieu",70,97,"jacobmathieu",NA,NA,1
NA,NA,NA,NA,"[]","","Matt Onuska",NA,NA,NA,NA,NA,NA,"True",NA,"TOR",NA,180,NA,NA,"","ACT",NA,"nhl",NA,NA,"0d5a5c0e-941a-42fb-bb87-c2e102f21cc1",NA,"Matt",NA,NA,NA,NA,9015245,"{'birth_date': '2002-05-20', 'birth_place': 'Waterloo, ON, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Onuska","#mattonuska-NHL-TOR-70","matt",NA,NA,"G",NA,"1559",NA,NA,NA,"onuska",75,70,"mattonuska",NA,5141248,1
NA,6,NA,NA,"[]","","Cody Glass",NA,NA,NA,NA,NA,NA,"True",NA,"NJ",NA,201,NA,NA,"","ACT",NA,"nhl",NA,NA,"694b27d1-3dd2-4e30-bc5f-566026d5a67a",NA,"Cody",NA,NA,NA,NA,9012419,"{'birth_date': '1999-04-01', 'birth_place': 'Winnipeg, MB, CAN', 'channel_id': '1157131257197383680', 'college': '', 'draft_pick': '6', 'draft_round': '1', 'draft_year': '2017', 'high_school': '', 'rookie_year': '2019'}","Glass","#codyglass-NHL-NJ-12","cody",NA,NA,"C",NA,"1356",NA,NA,NA,"glass",75,12,"codyglass",NA,4233568,1
NA,1,NA,NA,"[]","Dartmouth","Clay Stevenson",NA,NA,NA,NA,NA,NA,"True",NA,"WSH",NA,195,NA,NA,"","ACT",NA,"nhl",NA,NA,"088981b8-7133-41b3-9743-3a94bc3602c2",NA,"Clay",NA,NA,NA,NA,9015013,"{'birth_date': '1999-03-03', 'birth_place': 'Drayton Valley, AB, CAN', 'channel_id': '1217891424888950784', 'college': 'Dartmouth', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2024'}","Stevenson","#claystevenson-NHL-WSH-33","clay",NA,NA,"G",NA,"2599",NA,NA,NA,"stevenson",76,33,"claystevenson",NA,5104602,1
NA,7,NA,NA,"[]","","Dillon Heatherington",NA,NA,NA,NA,NA,NA,"True",NA,"ANA",NA,215,NA,NA,"","ACT",NA,"nhl",NA,NA,"08ce25db-db4e-4521-9ccf-4c345c4a8ea1",NA,"Dillon",NA,NA,NA,NA,9000101,"{'birth_date': '1995-05-09', 'birth_place': 'Calgary, AB, CAN', 'college': '', 'draft_pick': '50', 'draft_round': '2', 'draft_year': '2013', 'high_school': '', 'rookie_year': '2017'}","Heatherington","#dillonheatherington-NHL-ANA-53","dillon",NA,NA,"D",NA,"3066",NA,NA,NA,"heatherington",76,53,"dillonheatherington",NA,3042040,1
NA,NA,NA,NA,"[]","","Tristan Bertucci",NA,NA,NA,NA,NA,NA,"True",NA,"DAL",NA,172,NA,NA,"","ACT",NA,"nhl",NA,NA,"deccf708-0ffb-4d31-9ad0-7a7038a867b7",NA,"Tristan",NA,NA,NA,NA,9015433,"{'birth_date': '2005-07-12', 'birth_place': 'Woodbridge, ON, CAN', 'channel_id': '1274544683988586496', 'college': '', 'draft_pick': '61', 'draft_round': '2', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}","Bertucci","#tristanbertucci-NHL-DAL-42","tristan",NA,NA,"D",NA,"1983",NA,NA,NA,"bertucci",74,42,"tristanbertucci",NA,5149248,1
NA,11,NA,NA,"[]","","Evgeny Kuznetsov",NA,NA,NA,NA,NA,NA,"True",NA,"CAR",NA,207,NA,NA,"","ACT",NA,"nhl",NA,NA,"d6ddb0db-66ba-4a8e-a8c9-641c767daf79",NA,"Evgeny",NA,NA,NA,NA,8475744,"{'birth_date': '1992-05-19', 'birth_place': 'Chelyabinsk,, RUS', 'college': '', 'draft_pick': '26', 'draft_round': '1', 'draft_year': '2010', 'high_school': '', 'rookie_year': '2013'}","Kuznetsov","#evgenykuznetsov-NHL-CAR-92","evgeny",NA,NA,"C",NA,"1761",NA,NA,NA,"kuznetsov",74,92,"evgenykuznetsov",NA,NA,1
NA,10,NA,NA,"[]","","Laurent Dauphin",NA,NA,NA,NA,NA,NA,"True",NA,"MTL",NA,181,NA,NA,"","ACT",NA,"nhl",NA,NA,"59f78306-cea8-4327-93d6-f64fc05b8a09",NA,"Laurent",NA,NA,NA,NA,8477460,"{'birth_date': '1995-03-27', 'birth_place': 'Repentigny, QC, CAN', 'channel_id': '1274121853945810944', 'college': '', 'draft_pick': '39', 'draft_round': '2', 'draft_year': '2013', 'high_school': '', 'rookie_year': '2015'}","Dauphin","#laurentdauphin-NHL-MTL-36","laurent",NA,NA,"C",NA,"1107",NA,NA,NA,"dauphin",73,36,"laurentdauphin",NA,3042005,1
NA,NA,NA,NA,"[]","","Colin Ralph",NA,NA,NA,NA,NA,NA,"True",NA,"STL",NA,216,NA,NA,"","ACT",NA,"nhl",NA,NA,"f4348092-e176-405b-8856-434f0fd21cc1",NA,"Colin",NA,NA,NA,NA,NA,"{'birth_date': '2005-10-04', 'birth_place': 'Maple Grove, MN, USA', 'channel_id': '1275269450144153600', 'college': '', 'draft_pick': '48', 'draft_round': '2', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}","Ralph","#colinralph-NHL-STL","colin",NA,NA,"D",NA,"3296",NA,NA,NA,"ralph",76,NA,"colinralph",NA,5216923,1
NA,NA,NA,NA,"[]","","Samuel Jung",NA,NA,NA,NA,NA,NA,"True",NA,"NYR",NA,172,NA,NA,"","UDP",NA,"nhl",NA,NA,"d9bbebf8-037f-4304-a0d8-ddc9a8100ac4",NA,"Samuel",NA,NA,NA,NA,NA,"{'birth_date': '2006-05-18', 'birth_place': ',, CZE', 'channel_id': '1244828847552090112', 'college': '', 'draft_pick': '166', 'draft_round': '6', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}","Jung","#samueljung-NHL-NYR","samuel",NA,NA,"RW",NA,"3921",NA,NA,NA,"jung",75,NA,"samueljung",NA,5310487,1
NA,NA,NA,NA,"[]","","Devante Stephens",NA,NA,NA,NA,NA,NA,"True",NA,"COL",NA,185,NA,NA,"","ACT",NA,"nhl",NA,NA,"0a95dfe5-1a55-4fbf-bc25-31ce331f81a8",NA,"Devante",NA,NA,NA,NA,9000039,"{'birth_date': '1997-01-02', 'birth_place': 'Surrey, BC, CAN', 'college': '', 'draft_pick': '122', 'draft_round': '5', 'draft_year': '2015', 'high_school': '', 'rookie_year': ''}","Stephens","#devantestephens-NHL-COL-74","devante",NA,NA,"D",NA,"2478",NA,NA,NA,"stephens",75,74,"devantestephens",NA,NA,1
NA,NA,NA,NA,"[]","UConn","Wyatt Newpower",NA,NA,NA,NA,NA,NA,"True",NA,"MIN",NA,207,NA,NA,"","ACT",NA,"nhl",NA,NA,"d8322153-2d65-404a-ae6d-447b0a3fbecb",NA,"Wyatt",NA,NA,NA,NA,9014646,"{'birth_date': '1997-12-09', 'birth_place': 'Hugo, MN, USA', 'channel_id': '1274061443553050624', 'college': 'UConn', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Newpower","#wyattnewpower-NHL-MIN-52","wyatt",NA,NA,"D",NA,"2219",NA,NA,NA,"newpower",75,52,"wyattnewpower",NA,NA,1
NA,NA,NA,NA,"[]","St. Cloud State","Grant Cruikshank",NA,NA,NA,NA,NA,NA,"True",NA,"WSH",NA,190,NA,NA,"","ACT",NA,"nhl",NA,NA,"36c66421-b2f1-4d11-9879-4cab72f97b2b",NA,"Grant",NA,NA,NA,NA,9025129,"{'birth_date': '1998-07-29', 'birth_place': 'Delafield, WI, USA', 'channel_id': '1273880312635478016', 'college': 'St. Cloud State', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Cruikshank","#grantcruikshank-NHL-WSH-46","grant",NA,NA,"C",NA,"3492",NA,NA,NA,"cruikshank",71,46,"grantcruikshank",NA,NA,1
NA,NA,NA,NA,"[]","","Asan Sarkenov",NA,NA,NA,NA,NA,NA,"True",NA,"COL",NA,213,NA,NA,"","ACT",NA,"nhl",NA,NA,"17dd6030-7a57-4691-8863-5ea53de7728a",NA,"Asan",NA,NA,NA,NA,NA,"{'birth_date': '2006-07-22', 'birth_place': 'Astana,, KAZ', 'channel_id': '1275873389411586048', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Sarkenov","#asansarkenov-NHL-COL","asan",NA,NA,"RW",NA,"4146",NA,NA,NA,"sarkenov",76,NA,"asansarkenov",NA,5310502,1
NA,1,NA,NA,"[]","","Nikolai Kovalenko",NA,NA,NA,NA,NA,NA,"True",NA,"SJ",NA,180,NA,NA,"","ACT",NA,"nhl",NA,NA,"1dcad2eb-2488-4bc5-911d-b88f7e0c21d1",NA,"Nikolai",NA,NA,NA,NA,9015447,"{'birth_date': '1999-10-17', 'birth_place': 'Raleigh, NC, USA', 'channel_id': '1157130997062455296', 'college': '', 'draft_pick': '171', 'draft_round': '6', 'draft_year': '2018', 'high_school': '', 'rookie_year': '2024'}","Kovalenko","#nikolaikovalenko-NHL-SJ-15","nikolai",NA,NA,"RW",NA,"2196",NA,NA,NA,"kovalenko",70,15,"nikolaikovalenko",NA,4588147,1
NA,7,NA,NA,"[]","","Sam Steel",NA,NA,NA,NA,NA,NA,"True",NA,"DAL",NA,189,NA,NA,"","ACT",NA,"nhl",NA,NA,"f45ba48c-36a4-4556-8532-3f23953d3d98",NA,"Sam",NA,NA,NA,NA,9001062,"{'birth_date': '1998-02-03', 'birth_place': 'Ardrossan, AB, CAN', 'channel_id': '1157130963264753664', 'college': '', 'draft_pick': '30', 'draft_round': '1', 'draft_year': '2016', 'high_school': '', 'rookie_year': '2018'}","Steel","#samsteel-NHL-DAL-18","sam",NA,NA,"C",NA,"1320",NA,NA,NA,"steel",72,18,"samsteel",NA,4024998,1
NA,NA,NA,NA,"[]","","Gunner Kinniburgh",NA,NA,NA,NA,NA,NA,"True",NA,"CBJ",NA,165,NA,NA,"","ACT",NA,"nhl",NA,NA,"715db210-3372-4997-bbed-f85e55e89283",NA,"Gunner",NA,NA,NA,NA,NA,"{'birth_date': '2000-04-04', 'birth_place': 'Lethbridge, AB, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Kinniburgh","#gunnerkinniburgh-NHL-CBJ-93","gunner",NA,NA,"D",NA,"2428",NA,NA,NA,"kinniburgh",75,93,"gunnerkinniburgh",NA,NA,1
NA,NA,NA,NA,"[]","","Connor Punnett",NA,NA,NA,NA,NA,NA,"True",NA,"DAL",NA,200,NA,NA,"","ACT",NA,"nhl",NA,NA,"24fe4078-0c3d-4202-babe-dccc5e4e002b",NA,"Connor",NA,NA,NA,NA,9015693,"{'birth_date': '2003-06-16', 'birth_place': 'North Bay, ON, CAN', 'channel_id': '1274544661700055040', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Punnett","#connorpunnett-NHL-DAL-35","connor",NA,NA,"D",NA,"2852",NA,NA,NA,"punnett",74,35,"connorpunnett",NA,5229172,1
NA,8,NA,NA,"[]","","Ashton Sautner",NA,NA,NA,NA,NA,NA,"True",NA,"WPG",NA,191,NA,NA,"","ACT",NA,"nhl",NA,NA,"853dd4d3-c343-46ee-87f2-7a8a2cfdb28a",NA,"Ashton",NA,NA,NA,NA,8477085,"{'birth_date': '1994-05-27', 'birth_place': 'Flin Flon, MB, CAN', 'channel_id': '1274605265764753408', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2017'}","Sautner","#ashtonsautner-NHL-WPG-61","ashton",NA,NA,"D",NA,"1926",NA,NA,NA,"sautner",73,61,"ashtonsautner",NA,3149632,1
NA,3,NA,NA,"[]","Minnesota","Jackson LaCombe",NA,NA,NA,NA,NA,NA,"True",NA,"ANA",NA,205,NA,NA,"","ACT",NA,"nhl",NA,NA,"7dc4b5ce-2ab4-499e-a117-2ee6685476a8",NA,"Jackson",NA,NA,NA,NA,9015243,"{'birth_date': '2001-01-09', 'birth_place': 'Eden Prairie, MN, USA', 'channel_id': '1157131344757673984', 'college': 'Minnesota', 'draft_pick': '39', 'draft_round': '2', 'draft_year': '2019', 'high_school': '', 'rookie_year': '2022'}","LaCombe","#jacksonlacombe-NHL-ANA-2","jackson",NA,NA,"D",NA,"1878",NA,NA,NA,"lacombe",74,2,"jacksonlacombe",NA,4565262,1
NA,11,NA,NA,"[]","","Josh Anderson",NA,NA,NA,NA,NA,NA,"True",NA,"MTL",NA,226,NA,NA,"","ACT",NA,"nhl",NA,NA,"176ff74a-1206-49c3-8815-20df861b8ffb",NA,"Josh",NA,NA,NA,NA,8476981,"{'birth_date': '1994-05-07', 'birth_place': 'Burlington, ON, CAN', 'channel_id': '1157131160036331520', 'college': '', 'draft_pick': '95', 'draft_round': '4', 'draft_year': '2012', 'high_school': '', 'rookie_year': '2014'}","Anderson","#joshanderson-NHL-MTL-17","josh",NA,NA,"RW",NA,"1528",NA,NA,NA,"anderson",75,17,"joshanderson",NA,3069687,1
NA,NA,NA,NA,"[]","Dartmouth Big Green","Cooper Black",NA,NA,NA,NA,NA,NA,"True",NA,"FLA",NA,222,NA,NA,"","ACT",NA,"nhl",NA,NA,"70ce56c3-2bdd-4d5c-943f-2f71cc1f5c41",NA,"Cooper",NA,NA,NA,NA,9024850,"{'birth_date': '2001-06-14', 'birth_place': 'Alpena, MI, USA', 'channel_id': '1268142526972309504', 'college': 'Dartmouth Big Green', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Black","#cooperblack-NHL-FLA-31","cooper",NA,NA,"G",NA,"3562",NA,NA,NA,"black",80,31,"cooperblack",NA,5206956,1
NA,NA,NA,NA,"[]","","Samuel Richard",NA,NA,NA,NA,NA,NA,"True",NA,"TOR",NA,170,NA,NA,"","ACT",NA,"nhl",NA,NA,"5ffdfac3-3120-490d-8463-bfbc1dc3b1c0",NA,"Samuel",NA,NA,NA,NA,9015247,"{'birth_date': '2001-03-12', 'birth_place': 'Sainte-Catherine, QC, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Richard","#samuelrichard-NHL-TOR-80","samuel",NA,NA,"G",NA,"1572",NA,NA,NA,"richard",72,80,"samuelrichard",NA,NA,1
NA,18,NA,NA,"[]","Minnesota","Erik Johnson",NA,NA,NA,NA,NA,NA,"True",NA,"COL",NA,225,NA,NA,"","ACT",NA,"nhl",NA,NA,"42abd95c-0f24-11e2-8525-18a905767e44",NA,"Erik",NA,NA,NA,NA,8473446,"{'birth_date': '1988-03-21', 'birth_place': 'Bloomington, MN, USA', 'channel_id': '1157131239996542976', 'college': 'Minnesota', 'draft_pick': '1', 'draft_round': '1', 'draft_year': '2006', 'high_school': '', 'rookie_year': '2007'}","Johnson","#erikjohnson-NHL-COL-6","erik",NA,NA,"D",NA,"1230",NA,NA,NA,"johnson",76,6,"erikjohnson",NA,3649,1
NA,4,NA,NA,"[]","Colorado College","Josiah Slavin",NA,NA,NA,NA,NA,NA,"True",NA,"CAR",NA,189,NA,NA,"","ACT",NA,"nhl",NA,NA,"6601fc42-d2d1-47c1-bc5f-2f6310f0b0c2",NA,"Josiah",NA,NA,NA,NA,9014661,"{'birth_date': '1998-12-31', 'birth_place': 'Erie, CO, USA', 'channel_id': '1274303079394578432', 'college': 'Colorado College', 'draft_pick': '193', 'draft_round': '7', 'draft_year': '2018', 'high_school': '', 'rookie_year': '2021'}","Slavin","#josiahslavin-NHL-CAR-23","josiah",NA,NA,"LW",NA,"3132",NA,NA,NA,"slavin",75,23,"josiahslavin",NA,4587871,1
NA,NA,NA,NA,"[]","Michigan","Cole McKinney",NA,NA,NA,NA,NA,NA,"True",NA,"SJ",NA,200,NA,NA,"","UDP",NA,"nhl",NA,NA,"21d8483c-ae58-47e1-a8da-bfa75cd5089c",NA,"Cole",NA,NA,NA,NA,NA,"{'birth_date': '2007-03-16', 'birth_place': 'Chicago, IL, USA', 'channel_id': '1244768404372475904', 'college': 'Michigan', 'draft_pick': '53', 'draft_round': '2', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}","McKinney","#colemckinney-NHL-SJ","cole",NA,NA,"C",NA,"3769",NA,NA,NA,"mckinney",72,NA,"colemckinney",NA,5291993,1
NA,5,NA,NA,"[]","","Vitali Kravtsov",NA,NA,NA,NA,NA,NA,"True",NA,"VAN",NA,186,NA,NA,"","ACT",NA,"nhl",NA,NA,"c34191f9-c007-4310-a4bc-db5777b0c18b",NA,"Vitali",NA,NA,NA,NA,9013016,"{'birth_date': '1999-12-23', 'birth_place': 'Vladivostok,, RUS', 'channel_id': '1268142475130712064', 'college': '', 'draft_pick': '9', 'draft_round': '1', 'draft_year': '2018', 'high_school': '', 'rookie_year': '2020'}","Kravtsov","#vitalikravtsov-NHL-VAN-92","vitali",NA,NA,"RW",NA,"1218",NA,NA,NA,"kravtsov",75,92,"vitalikravtsov",NA,4352711,1
NA,NA,NA,NA,"[]","","Ilya Protas",NA,NA,NA,NA,NA,NA,"True",NA,"WSH",NA,198,NA,NA,"","ACT",NA,"nhl",NA,NA,"7c1a452e-60d8-463a-ac7c-e4323737f0a1",NA,"Ilya",NA,NA,NA,NA,9024949,"{'birth_date': '2006-07-18', 'birth_place': 'Vitebsk,, BLR', 'channel_id': '1273880326338269184', 'college': '', 'draft_pick': '75', 'draft_round': '3', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}","Protas","#ilyaprotas-NHL-WSH-62","ilya",NA,NA,"LW",NA,"3347",NA,NA,NA,"protas",77,62,"ilyaprotas",NA,5229146,1
NA,6,NA,NA,"[]","","Carter Hart",NA,NA,NA,NA,NA,NA,"True",NA,"PHI",NA,181,NA,NA,"","NWT",NA,"nhl",NA,NA,"104295a8-ec3a-46c2-bd03-b252d119a5b7",NA,"Carter",NA,NA,NA,NA,9000846,"{'birth_date': '1998-08-13', 'birth_place': 'Sherwood Park, AB, CAN', 'college': '', 'draft_pick': '48', 'draft_round': '2', 'draft_year': '2016', 'high_school': '', 'rookie_year': '2018'}","Hart","#carterhart-NHL-PHI-79","carter",NA,NA,"G",NA,"1670",NA,NA,NA,"hart",74,79,"carterhart",NA,4064582,1
NA,11,NA,NA,"[]","","Anthony Duclair",NA,NA,NA,NA,NA,NA,"True",NA,"NYI",NA,200,NA,NA,"","ACT",NA,"nhl",NA,NA,"101f39e6-32c5-4d54-bf29-f78153b11f04",NA,"Anthony",NA,NA,NA,NA,8477407,"{'birth_date': '1995-08-26', 'birth_place': 'Pointe-Claire, QC, CAN', 'channel_id': '1157131206358224896', 'college': '', 'draft_pick': '80', 'draft_round': '3', 'draft_year': '2013', 'high_school': '', 'rookie_year': '2014'}","Duclair","#anthonyduclair-NHL-NYI-11","anthony",NA,NA,"LW",NA,"1831",NA,NA,NA,"duclair",72,11,"anthonyduclair",NA,3042086,1
NA,NA,NA,NA,"[]","North Dakota","William Zellers",NA,NA,NA,NA,NA,NA,"True",NA,"COL",NA,167,NA,NA,"","UDP",NA,"nhl",NA,NA,"0b0c56c2-2e84-4859-9a41-4261c243fabb",NA,"William",NA,NA,NA,NA,NA,"{'birth_date': '2006-04-04', 'birth_place': 'Maple Grove, MN, USA', 'college': 'North Dakota', 'draft_pick': '76', 'draft_round': '3', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}","Zellers","#williamzellers-NHL-COL","william",NA,NA,"LW",NA,"3273",NA,NA,NA,"zellers",71,NA,"williamzellers",NA,NA,1
