"age","years_exp","search_rank","pandascore_id","birth_country","college","espn_id","birth_date","injury_notes","search_first_name","player_id","hashtag","stats_id","news_updated","active","sport","fantasy_data_id","competitions","practice_description","yahoo_id","last_name","opta_id","birth_state","gsis_id","status","depth_chart_order","height","injury_start_date","fantasy_positions","search_full_name","high_school","sportradar_id","kalshi_id","practice_participation","team_abbr","team","oddsjam_id","rotoworld_id","birth_city","metadata","first_name","injury_status","swish_id","depth_chart_position","team_changed_at","position","search_last_name","number","full_name","weight","injury_body_part","rotowire_id","dupes"
NA,5,NA,NA,"USA","",40971,"1997-08-05","Surgery","braxton","1026","#braxtongarrett-MLB-MIA-29",NA,1750103716771,"True","mlb",NA,"[]",NA,NA,"Garrett",NA,"AL",NA,"D60",NA,74,NA,"","braxtongarrett","Florence (AL)","ee949b74-4692-44ae-8c82-a3217439ab4a",NA,NA,NA,"MIA","CB752723C564",NA,"Florence","{'bat_hand': 'R', 'channel_id': '1157161108444839936', 'full_name': 'Braxton Garrett', 'pro_debut': '2020-09-13', 'rookie_year': '2020', 'status': 'D60', 'throw_hand': 'L', 'updated': '2025-02-12T19:20:04+00:00'}","Braxton","IL60",666129,NA,NA,"SP","garrett",29,"Braxton Garrett",202,"Elbow",14244,1
NA,2,NA,NA,"CUB","Oklahoma State",5127102,"2001-06-08","Inflammation","victor","2904","#victormederos-MLB-LAA-58",NA,1756924857119,"True","mlb",NA,"[]",NA,NA,"Mederos",NA,"",NA,"D60",NA,74,NA,"","victormederos","Westminster Christian (FL)","e01fc5fc-a2a1-4e7c-8ae6-8ca4a1644ca2",NA,NA,NA,"LAA","9EB138D258AE",NA,"Santa Clara","{'bat_hand': 'R', 'channel_id': '1157161332697497600', 'full_name': 'Victor Mederos', 'pro_debut': '2023-06-30', 'rookie_year': '2023', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-09-03T18:54:15+00:00'}","Victor","IL60",682989,NA,NA,"SP","mederos",58,"Victor Mederos",222,"Shoulder",16727,1
NA,13,NA,NA,"NIC","",NA,"1990-05-02","","erasmo","2323","#erasmoramirez-MLB-MIN-30",NA,1756302010345,"True","mlb",NA,"[]",NA,NA,"Ramírez",NA,"",NA,"A",NA,72,NA,"","erasmoramirez","","e10239f6-8a6e-42af-bfb1-03fdf173af3d",NA,NA,NA,"MIN","64DE5D5A6EC4",NA,"Rivas","{'bat_hand': 'R', 'channel_id': '1257104809228500992', 'full_name': 'Erasmo Ramírez', 'pro_debut': '2012-04-09', 'rookie_year': '2012', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-02T05:26:42+00:00'}","Erasmo","",541640,NA,NA,"RP","ramirez",30,"Erasmo Ramírez",220,"",12117,1
NA,2,NA,NA,"USA","Cincinnati",4417134,"1999-02-11","","joey","2810","#joeywiemer-MLB-MIA-41",NA,1758741306305,"True","mlb",NA,"[]",NA,NA,"Wiemer",NA,"OH",NA,"A",NA,76,NA,"","joeywiemer","Bedford (MI)","13c49639-982a-44e6-8397-57a32155be2a",NA,NA,NA,"MIA","ADA02D2818CA",NA,"Sylvania","{'bat_hand': 'R', 'channel_id': '1157161551044575232', 'full_name': 'Joey Wiemer', 'pro_debut': '2023-04-01', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-24T19:14:44+00:00'}","Joey","",686894,NA,NA,"LF","wiemer",41,"Joey Wiemer",226,"",16842,1
NA,1,NA,NA,"USA","",4917765,"2001-08-29","","drew","3245","#drewromo-MLB-COL-3",NA,1758750606688,"True","mlb",NA,"[]",NA,NA,"Romo",NA,"CA",NA,"A",NA,73,NA,"","drewromo","The Woodlands (TX)","946e46a3-0f4a-4227-b353-30a319348ed6",NA,NA,NA,"COL","4C785EDA79B4C6ED",NA,"Fountain Valley","{'bat_hand': 'B', 'channel_id': '1157161220021714944', 'full_name': 'Drew Romo', 'pro_debut': '2024-08-17', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T04:40:49+00:00'}","Drew","",691011,NA,NA,"C","romo",3,"Drew Romo",205,"",16704,1
NA,3,NA,NA,"DOM","",4781491,"1998-09-21","","yainer","2611","#yainerdiaz-MLB-HOU-21",NA,1759098031576,"True","mlb",NA,"[]",NA,NA,"Diaz",NA,"",NA,"A",NA,71,NA,"","yainerdiaz","","ca2dd733-f69d-481c-bffe-78219a34df21",NA,NA,NA,"HOU","96039A19F602",NA,"Azua","{'bat_hand': 'R', 'channel_id': '1157161641805119488', 'full_name': 'Yainer Diaz', 'pro_debut': '2022-09-02', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-05-17T19:52:47+00:00'}","Yainer","",673237,NA,NA,"C","diaz",21,"Yainer Diaz",195,"",17190,1
NA,1,NA,NA,"DOM","",4917787,"2003-04-11","","adael","3019","#adaelamador-MLB-COL-1",NA,1755287446698,"True","mlb",NA,"[]",NA,NA,"Amador",NA,"",NA,"A",NA,71,NA,"","adaelamador","","6d248e7f-f728-4000-ac42-e0df82204986",NA,NA,NA,"COL","22983F26B470",NA,"Santiago","{'bat_hand': 'B', 'channel_id': '1157161220961239040', 'full_name': 'Adael Amador', 'pro_debut': '2024-06-09', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T04:40:14+00:00'}","Adael","",691182,NA,NA,"2B","amador",1,"Adael Amador",200,"",16329,1
NA,2,NA,NA,"USA","Georgia",4297897,"1999-05-31","","emerson","2943","#emersonhancock-MLB-SEA-26",NA,1758861614394,"True","mlb",NA,"[]",NA,NA,"Hancock",NA,"GA",NA,"A",NA,76,NA,"","emersonhancock","Cairo (GA)","95e17cec-e6a1-4328-8e6f-88377d51b770",NA,NA,NA,"SEA","A87530C85088",NA,"Cairo","{'bat_hand': 'R', 'channel_id': '1157161251336388608', 'full_name': 'Emerson Hancock', 'pro_debut': '2023-08-09', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-27T16:22:35+00:00'}","Emerson","",676106,NA,NA,"SP","hancock",26,"Emerson Hancock",213,"",16670,1
NA,12,NA,NA,"USA","Berry",32569,"1987-06-19","","collin","1066","#collinmchugh-MLB-ATL-32",NA,1705938911034,"True","mlb",NA,"[]",NA,NA,"McHugh",NA,"GA",NA,"A",NA,74,NA,"","collinmchugh","Providence Christian Academy (GA)","72e92087-7bd4-4266-aac9-4df87bd84722",NA,NA,NA,"ATL","29FBD28E2D13",NA,"Covington","{'bat_hand': 'R', 'full_name': 'Collin McHugh', 'pro_debut': '2012-08-23', 'rookie_year': '2012', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-11-03T17:48:52+00:00'}","Collin","",543521,NA,NA,"RP","mchugh",32,"Collin McHugh",191,"",12423,1
NA,NA,NA,NA,"USA","Cowley College (KS)",31945,"","","trevor","2525","#trevorrosenthal-MLB-MIL-47",NA,NA,"True","mlb",NA,"[]",NA,NA,"Rosenthal",NA,"MO",NA,"A",NA,74,NA,"","trevorrosenthal","Lee's Summit West (MO)","af45388a-bb00-46e3-ac6f-632ddab7873b",NA,NA,NA,"MIL","",NA,"Lee's Summit","{'bat_hand': 'R', 'full_name': 'Trevor Rosenthal', 'pro_debut': '2012-07-18', 'rookie_year': '2012', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-10-19T17:57:34+00:00'}","Trevor","",NA,NA,NA,"RP","rosenthal",47,"Trevor Rosenthal",230,"",NA,1
NA,1,NA,NA,"USA","Eastern Illinois",5197166,"2001-08-30","","hayden","3190","#haydenbirdsong-MLB-SF-60",NA,1753204507527,"True","mlb",NA,"[]",NA,NA,"Birdsong",NA,"IL",NA,"A",NA,76,NA,"","haydenbirdsong","Mattoon (IL)","7a027349-dd59-4c41-bf22-0b7cd59df425",NA,NA,NA,"SF","8FB34D2A7DA8",NA,"Mattoon","{'bat_hand': 'R', 'channel_id': '1157161492517257216', 'full_name': 'Hayden Birdsong', 'pro_debut': '2024-06-26', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T04:34:44+00:00'}","Hayden","",806185,NA,NA,"SP","birdsong",60,"Hayden Birdsong",216,"",18391,1
NA,8,NA,NA,"USA","Texas A&M",36133,"1993-09-02","Soreness","aj","1067","#ajminter-MLB-NYM-33",NA,1746490254925,"True","mlb",NA,"[]",NA,NA,"Minter",NA,"TX",NA,"D60",NA,72,NA,"","ajminter","Brook Hill (TX)","e1cbb2df-986d-4fab-bf1e-7192c54bdae9",NA,NA,NA,"NYM","F2DA64C3BF13",NA,"Tyler","{'bat_hand': 'L', 'channel_id': '1157161134432747520', 'full_name': 'A.J. Minter', 'pro_debut': '2017-08-23', 'rookie_year': '2017', 'status': 'D60', 'throw_hand': 'L', 'updated': '2025-05-01T15:32:20+00:00'}","A.J.","IL60",621345,NA,NA,"RP","minter",33,"A.J. Minter",215,"Lat",13889,1
NA,NA,NA,NA,"CUB","",NA,"","","roenis","2381","#roeniselias-MLB-SEA-55",NA,NA,"True","mlb",NA,"[]",NA,NA,"Elías",NA,"",NA,"A",NA,73,NA,"","roeniselias","","86877e81-53d7-417d-bb51-308a948ef6a3",NA,NA,NA,"SEA","51788EE8ACDD9BD3",NA,"Guantanamo","{'bat_hand': 'L', 'full_name': 'Roenis Elías', 'pro_debut': '2014-04-03', 'rookie_year': '2014', 'status': 'A', 'throw_hand': 'L', 'updated': '2022-05-27T18:53:38+00:00'}","Roenis","",606273,NA,NA,"RP","elias",55,"Roenis Elías",205,"",NA,1
NA,2,NA,NA,"USA","Arkansas",NA,"1994-12-25","","zach","2253","#zachjackson-MLB-ATH-61",NA,1712762737628,"False","mlb",NA,"[]",NA,NA,"Jackson",NA,"OK",NA,"MIN",NA,76,NA,"","zachjackson","Berryhill (OK)","1a09f148-c853-4b0c-9a6c-128555f91558",NA,NA,NA,"ATH","9196BDBC9C48",NA,"Tulsa","{'bat_hand': 'R', 'full_name': 'Zach Jackson', 'pro_debut': '2022-04-09', 'rookie_year': '2022', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2024-03-28T13:52:27+00:00'}","Zach","",667427,NA,NA,"RP","jackson",61,"Zach Jackson",230,"",14369,1
NA,NA,NA,NA,"USA","",33782,"","","marcus","2494","#marcuswilson-MLB-SEA-60",NA,NA,"False","mlb",NA,"[]",NA,NA,"Wilson",NA,"CA",NA,"MIN",NA,74,NA,"","marcuswilson","Junipero Serra (CA)","147db2ab-bdcc-4274-b2f4-99b872f15321",NA,NA,NA,"SEA","",NA,"Los Angeles","{'bat_hand': 'R', 'full_name': 'Marcus Wilson', 'pro_debut': '2022-06-29', 'rookie_year': '2022', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2022-07-07T20:59:10+00:00'}","Marcus","",657129,NA,NA,"CF","wilson",60,"Marcus Wilson",198,"",NA,1
NA,0,NA,NA,"USA","Indiana",4415654,"2000-05-15","","mccade","3532","#mccadebrown-MLB-COL-51",NA,1759096831355,"True","mlb",NA,"[]",NA,NA,"Brown",NA,"IL",NA,"A",NA,78,NA,"","mccadebrown","Normal West (IL)","7f73f1de-bbf1-4652-b537-147755e47687",NA,NA,NA,"COL","",NA,"Normal","{'bat_hand': 'R', 'channel_id': '1264820559338811392', 'full_name': 'McCade Brown', 'pro_debut': '2025-08-24', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-24T16:15:59+00:00'}","McCade","",NA,NA,NA,"SP","brown",51,"McCade Brown",225,"",17388,1
NA,1,NA,NA,"USA","Appalachian State",41868,"1996-05-23","","chandler","3000","#chandlerseagle-MLB-SD",NA,1738076724717,"True","mlb",NA,"[]",NA,NA,"Seagle",NA,"NC",NA,"A",NA,72,NA,"","chandlerseagle","New Bern (NC)","6707f4b7-2562-456d-bfc9-aad2000d4fdb",NA,NA,NA,"SD","4B9886C20F5E",NA,"New Bern","{'bat_hand': 'R', 'full_name': 'Chandler Seagle', 'pro_debut': '2023-09-30', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-11-02T20:54:51+00:00'}","Chandler","",676882,NA,NA,"C","seagle",NA,"Chandler Seagle",190,"",19172,1
NA,4,NA,NA,"USA","Virginia",41243,"1996-05-01","","tommy","2917","#tommydoyle-MLB-COL-57",NA,1740928203688,"True","mlb",NA,"[]",NA,NA,"Doyle",NA,"VA",NA,"A",NA,78,NA,"","tommydoyle","Flint Hill (VA)","617d9e4b-eedb-484b-a47c-84758e8509b4",NA,NA,NA,"COL","86E20460EA14",NA,"Vienna","{'bat_hand': 'R', 'full_name': 'Tommy Doyle', 'pro_debut': '2020-09-23', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-09-27T22:42:55+00:00'}","Tommy","",656382,NA,NA,"RP","doyle",57,"Tommy Doyle",244,"",14921,1
NA,11,NA,NA,"USA","Virginia Tech",33108,"1989-07-30","","jesse","3403","#jessehahn-MLB-SEA-49",NA,1748975412963,"True","mlb",NA,"[]",NA,NA,"Hahn",NA,"CT",NA,"A",NA,77,NA,"","jessehahn","Robert E. Fitch (CT)","a193c72e-e252-49c4-8ae5-2836039afda7",NA,NA,NA,"SEA","5AE644EE9D3D77D5",NA,"Norwich","{'bat_hand': 'R', 'channel_id': '1214357968175235072', 'full_name': 'Jesse Hahn', 'pro_debut': '2014-06-03', 'rookie_year': '2014', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-05-22T12:14:07+00:00'}","Jesse","",NA,NA,NA,"RP","hahn",49,"Jesse Hahn",205,"",11454,1
NA,5,NA,NA,"USA","South Florida",41199,"1997-04-28","Inflammation","shane","1903","#shanemcclanahan-MLB-TB-18",NA,1759421409501,"True","mlb",NA,"[]",NA,NA,"McClanahan",NA,"FL",NA,"D60",NA,75,NA,"","shanemcclanahan","Cape Coral (FL)","13812850-d32a-4e0a-9132-a3db2272834d",NA,NA,NA,"TB","A90745C2C953",NA,"Cape Coral","{'bat_hand': 'L', 'channel_id': '1157161536884604928', 'full_name': 'Shane McClanahan', 'pro_debut': '2020-10-05', 'rookie_year': '2020', 'status': 'D60', 'throw_hand': 'L', 'updated': '2025-04-26T19:20:58+00:00'}","Shane","IL60",663556,NA,NA,"SP","mcclanahan",18,"Shane McClanahan",210,"Triceps",15400,1
NA,6,NA,NA,"USA","UCLA",33142,"1991-06-19","","tyler","2286","#tylerheineman-MLB-TOR-55",NA,1757969434187,"True","mlb",NA,"[]",NA,NA,"Heineman",NA,"CA",NA,"A",NA,70,NA,"","tylerheineman","Windward School (CA)","53cf6889-a143-4d7f-8b2b-276d52438e1e",NA,NA,NA,"TOR","9C76AB66A2EA",NA,"Pacific Palisades","{'bat_hand': 'B', 'channel_id': '1157161139021316096', 'full_name': 'Tyler Heineman', 'pro_debut': '2019-09-04', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-06-03T19:53:48+00:00'}","Tyler","",623168,NA,NA,"C","heineman",55,"Tyler Heineman",190,"",13152,1
NA,2,NA,NA,"JPN","",4872598,"1993-07-15","","masataka","2791","#masatakayoshida-MLB-BOS-7",NA,1759258547550,"True","mlb",NA,"[]",NA,NA,"Yoshida",NA,"",NA,"A",NA,68,NA,"","masatakayoshida","","6de34681-ea14-4946-a3de-26053e746465",NA,NA,NA,"BOS","5856FF06ECDE",NA,"Fukui","{'bat_hand': 'L', 'channel_id': '1157161448342847488', 'full_name': 'Masataka Yoshida', 'pro_debut': '2023-03-30', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-09T19:09:55+00:00'}","Masataka","",807799,NA,NA,"LF","yoshida",7,"Masataka Yoshida",192,"",18258,1
NA,7,NA,NA,"DOM","Northeastern Oklahoma A&M",NA,"1994-07-15","Fracture","ramon","2355","#ramonlaureano-MLB-SD-5",NA,1759011625092,"True","mlb",NA,"[]",NA,NA,"Laureano",NA,"",NA,"D10",NA,70,NA,"","ramonlaureano","Upper Room (NY)","bec82782-dc29-487b-8aea-96dea289375b",NA,NA,NA,"SD","8E512DF8C200",NA,"Santo Domingo","{'bat_hand': 'R', 'channel_id': '1157161124404166656', 'full_name': 'Ramón Laureano', 'pro_debut': '2018-08-03', 'rookie_year': '2018', 'status': 'D10', 'throw_hand': 'R', 'updated': '2025-09-27T22:02:38+00:00'}","Ramón","IL10",657656,NA,NA,"RF","laureano",5,"Ramón Laureano",203,"Finger",14620,1
NA,NA,NA,NA,"USA","Purdue",33132,"","","kevin","1704","#kevinplawecki-MLB-TEX-23",NA,1737248435244,"True","mlb",NA,"[]",NA,NA,"Plawecki",NA,"IL",NA,"A",NA,74,NA,"","kevinplawecki","Westfield (IN)","b1f6fc22-f38e-4d77-a7e7-6a2ffdcf77f2",NA,NA,NA,"TEX","",NA,"Hinsdale","{'bat_hand': 'R', 'full_name': 'Kevin Plawecki', 'pro_debut': '2015-04-21', 'rookie_year': '2015', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-09-21T22:40:51+00:00'}","Kevin","",608700,NA,NA,"C","plawecki",23,"Kevin Plawecki",208,"",12499,1
NA,2,NA,NA,"USA","",4997181,"1999-01-26","","davis","2939","#davisschneider-MLB-TOR-36",NA,1757872209729,"True","mlb",NA,"[]",NA,NA,"Schneider",NA,"NJ",NA,"A",NA,69,NA,"","davisschneider","Eastern (NJ)","f48aaaa7-9891-4752-a650-1f625d153e6e",NA,NA,NA,"TOR","4E114DC4CBE7",NA,"Berlin","{'bat_hand': 'R', 'channel_id': '1157161146566868992', 'full_name': 'Davis Schneider', 'pro_debut': '2023-08-04', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-06-24T00:29:21+00:00'}","Davis","",676914,NA,NA,"LF","schneider",36,"Davis Schneider",190,"",18749,1
NA,5,NA,NA,"USA","Wichita State",41169,"1996-08-03","","alec","1129","#alecbohm-MLB-PHI-28",NA,1758551134251,"True","mlb",NA,"[]",NA,NA,"Bohm",NA,"NE",NA,"A",NA,77,NA,"","alecbohm","Roncalli Catholic (NE)","93102f45-b65e-4512-bb76-c6ca023dc7db",NA,NA,NA,"PHI","283B4D4392CC",NA,"Omaha","{'bat_hand': 'R', 'channel_id': '1157161161934798848', 'full_name': 'Alec Bohm', 'pro_debut': '2020-08-13', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-19T20:59:10+00:00'}","Alec","",664761,NA,NA,"3B","bohm",28,"Alec Bohm",218,"",15405,1
NA,0,NA,NA,"USA","Virginia Tech",4669425,"1998-12-13","","ian","3360","#ianseymour-MLB-TB-61",NA,1759098331455,"True","mlb",NA,"[]",NA,NA,"Seymour",NA,"CT",NA,"A",NA,72,NA,"","ianseymour","St. Johns (MA)","ef36132f-e146-4890-b8a3-47d554e99a62",NA,NA,NA,"TB","0E73C6B1CA0FB16F",NA,"Madison","{'bat_hand': 'L', 'channel_id': '1199824310848475136', 'full_name': 'Ian Seymour', 'pro_debut': '2025-06-09', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-07-31T15:19:00+00:00'}","Ian","",NA,NA,NA,"RP","seymour",61,"Ian Seymour",215,"",16753,1
NA,6,NA,NA,"USA","Neosho Community College (KS)",35246,"1993-04-07","","david","1499","#davidbote-MLB-CHC-13",NA,1742998540020,"True","mlb",NA,"[]",NA,NA,"Bote",NA,"CO",NA,"A",NA,71,NA,"","davidbote","Faith Christian Academy (CO)","f47a65a2-e035-4d98-9bf1-d32aeb130578",NA,NA,NA,"CHC","66564D401156",NA,"Longmont","{'bat_hand': 'R', 'full_name': 'David Bote', 'pro_debut': '2018-04-21', 'rookie_year': '2018', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-07-08T16:05:20+00:00'}","David","",623520,NA,NA,"3B","bote",13,"David Bote",205,"",15261,1
NA,1,NA,NA,"USA","Creighton",42959,"1997-07-22","","isaac","3283","#isaaccollins-MLB-MIL-6",NA,1758923418914,"True","mlb",NA,"[]",NA,NA,"Collins",NA,"MN",NA,"A",NA,68,NA,"","isaaccollins","Maple Grove (MN)","affa998e-0ae8-403c-9fe9-33ebe4352d03",NA,NA,NA,"MIL","825FD22F0A422E62",NA,"Maple Grove","{'bat_hand': 'B', 'channel_id': '1157161624587501568', 'full_name': 'Isaac Collins', 'pro_debut': '2024-09-08', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-21T18:04:09+00:00'}","Isaac","",686555,NA,NA,"LF","collins",6,"Isaac Collins",188,"",16361,1
NA,7,NA,NA,"USA","Washington State",41127,"1995-06-16","","ian","2437","#ianhamilton-MLB-NYY-71",NA,1754009432318,"True","mlb",NA,"[]",NA,NA,"Hamilton",NA,"NH",NA,"MIN",NA,73,NA,"","ianhamilton","Skyview (WA)","f4fb7a7f-4ab4-4f1e-8a82-1561d87a7f04",NA,NA,NA,"NYY","6E9A22809254",NA,"Dover","{'bat_hand': 'R', 'channel_id': '1157161475861676032', 'full_name': 'Ian Hamilton', 'pro_debut': '2018-08-31', 'rookie_year': '2018', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-08-01T05:21:43+00:00'}","Ian","",641656,NA,NA,"RP","hamilton",71,"Ian Hamilton",200,"",15728,1
NA,3,NA,NA,"USA","Long Beach State",41849,"1993-03-01","","jason","2431","#jasonalexander-MLB-HOU-54",NA,1758982522741,"True","mlb",NA,"[]",NA,NA,"Alexander",NA,"CA",NA,"A",NA,74,NA,"","jasonalexander","Cardinal Newman (CA)","a03c757f-77aa-42d1-8c87-10f8e33eaedf",NA,NA,NA,"HOU","DA662D093BBD20ED",NA,"Windsor","{'bat_hand': 'R', 'channel_id': '1215082795890655232', 'full_name': 'Jason Alexander', 'pro_debut': '2022-06-01', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-23T22:45:24+00:00'}","Jason","",669920,NA,NA,"SP","alexander",54,"Jason Alexander",227,"",17812,1
NA,8,NA,NA,"USA","San Diego",35009,"1990-05-26","","paul","1324","#paulsewald-MLB-DET-62",NA,1758213318235,"True","mlb",NA,"[]",NA,NA,"Sewald",NA,"NV",NA,"A",NA,75,NA,"","paulsewald","Bishop Gorman (CA)","22dabc06-611e-4d36-81af-7153e7ba86e6",NA,NA,NA,"DET","ABD162FA8E00",NA,"Las Vegas","{'bat_hand': 'R', 'channel_id': '1157161197473136640', 'full_name': 'Paul Sewald', 'pro_debut': '2017-04-08', 'rookie_year': '2017', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-18T16:42:51+00:00'}","Paul","",623149,NA,NA,"RP","sewald",62,"Paul Sewald",219,"",14190,1
NA,NA,NA,NA,"USA","LSU",NA,"1996-10-24","","jake","3147","#jakeslaughter-MLB-SEA",NA,NA,"False","mlb",NA,"[]",NA,NA,"Slaughter",NA,"LA",NA,"MIN",NA,75,NA,"","jakeslaughter","Ouachita Christian (LA)","a439b5be-ee2d-47ff-baa1-3b884e35c32c",NA,NA,NA,"SEA","",NA,"West Monroe","{'bat_hand': 'R', 'full_name': 'Jake Slaughter', 'pro_debut': '', 'rookie_year': '', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2024-05-14T11:56:37+00:00'}","Jake","",NA,NA,NA,"3B","slaughter",NA,"Jake Slaughter",200,"",NA,1
NA,2,NA,NA,"VEN","",42474,"2000-09-13","","osleivis","2752","#osleivisbasabe-MLB-SF-1",NA,1750107016941,"False","mlb",NA,"[]",NA,NA,"Basabe",NA,"",NA,"MIN",NA,71,NA,"","osleivisbasabe","","444c8c4c-2fda-4078-bedf-ae0683e9d5c8",NA,NA,NA,"SF","1190FEE91D54",NA,"Bobures","{'bat_hand': 'R', 'channel_id': '1157161524960198656', 'full_name': 'Osleivis Basabe', 'pro_debut': '2023-08-13', 'rookie_year': '2023', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-04-04T14:28:32+00:00'}","Osleivis","",678545,NA,NA,"SS","basabe",1,"Osleivis Basabe",200,"",15292,1
NA,3,NA,NA,"PRI","",NA,"1996-09-28","","alexis","1936","#alexisdiaz-MLB-ATL-48",NA,1759434910639,"True","mlb",NA,"[]",NA,NA,"Díaz",NA,"",NA,"A",NA,74,NA,"","alexisdiaz","","10f105d7-8c28-4df0-9e3b-e3a7408a7912",NA,NA,NA,"ATL","B9E8CA88735F",NA,"Humacao","{'bat_hand': 'R', 'channel_id': '1157161553653432320', 'full_name': 'Alexis Díaz', 'pro_debut': '2022-04-08', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-30T22:05:28+00:00'}","Alexis","",664747,NA,NA,"RP","diaz",48,"Alexis Díaz",224,"",17695,1
NA,1,NA,NA,"USA","UCLA",4422905,"2000-02-18","","nick","3125","#nicknastrini-MLB-LAD",NA,1752258650692,"False","mlb",NA,"[]",NA,NA,"Nastrini",NA,"CA",NA,"MIN",NA,75,NA,"","nicknastrini","Cathedral Catholic (CA)","1fd5266a-a0ef-4ef4-a785-3eaba92fa946",NA,NA,NA,"LAD","F3AEEBA57396",NA,"San Jose","{'bat_hand': 'R', 'channel_id': '1157161293732413440', 'full_name': 'Nick Nastrini', 'pro_debut': '2024-04-15', 'rookie_year': '2024', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-07-11T19:07:49+00:00'}","Nick","",680897,NA,NA,"SP","nastrini",NA,"Nick Nastrini",220,"",17531,1
NA,NA,NA,NA,"USA","Saint Louis",40357,"","","james","1162","#jamesnorwood-MLB-BOS-59",NA,NA,"True","mlb",NA,"[]",NA,NA,"Norwood",NA,"NY",NA,"A",NA,74,NA,"","jamesnorwood","All Hallows (NY)","295f596d-f902-42fe-a213-71cebec985bc",NA,NA,NA,"BOS","",NA,"New York","{'bat_hand': 'R', 'full_name': 'James Norwood', 'pro_debut': '2018-07-11', 'rookie_year': '2018', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-06-19T17:40:42+00:00'}","James","",656803,NA,NA,"RP","norwood",59,"James Norwood",215,"",NA,1
NA,1,NA,NA,"GBR","Riverside City",41824,"1994-05-16","","michael","3177","#michaelpetersen-MLB-MIA-49",NA,1758340824664,"True","mlb",NA,"[]",NA,NA,"Petersen",NA,"",NA,"A",NA,79,NA,"","michaelpetersen","","327c88d8-d9ed-4185-bcc7-36b6f7846e61",NA,NA,NA,"MIA","9CD147569F12",NA,"Middlesex","{'bat_hand': 'R', 'channel_id': '1157161113561890816', 'full_name': 'Michael Petersen', 'pro_debut': '2024-06-16', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-01T15:35:54+00:00'}","Michael","",656848,NA,NA,"RP","petersen",49,"Michael Petersen",195,"",18445,1
NA,4,NA,NA,"USA","Santa Rosa Junior College (CA)",42171,"1995-02-03","Soreness","anthony","1020","#anthonybender-MLB-MIA-37",NA,1756740641183,"True","mlb",NA,"[]",NA,NA,"Bender",NA,"CA",NA,"D60",NA,76,NA,"","anthonybender","Casa Grande (CA)","3e523dd1-5705-4a96-b601-0a2bcaba2167",NA,NA,NA,"MIA","479D818A536D",NA,"Petaluma","{'bat_hand': 'R', 'channel_id': '1157161106054086656', 'full_name': 'Anthony Bender', 'pro_debut': '2021-05-05', 'rookie_year': '2021', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-09-01T15:39:35+00:00'}","Anthony","IL60",669622,NA,NA,"RP","bender",37,"Anthony Bender",205,"Lower Leg",17218,1
