age,years_exp,stats_id,birth_country,competitions,college,full_name,birth_date,practice_participation,depth_chart_position,rotoworld_id,pandascore_id,rotowire_id,active,fantasy_data_id,team,birth_state,weight,opta_id,search_rank,fantasy_positions,status,injury_body_part,sport,injury_notes,high_school,sportradar_id,team_changed_at,first_name,yahoo_id,gsis_id,kalshi_id,birth_city,swish_id,metadata,last_name,hashtag,search_first_name,depth_chart_order,injury_status,position,news_updated,player_id,practice_description,oddsjam_id,team_abbr,search_last_name,height,number,search_full_name,injury_start_date,espn_id
,,,,[],,Viliam Kmec,,,,,,,True,,VGK,,209,,,,M-LEAGUE,,nhl,,,83971db0-b4c2-4544-8eaf-f11721fbc423,,Viliam,,,,,9025231.0,"{'birth_date': '2004-01-02', 'birth_place': 'Kosice,, SVK', 'channel_id': '1274605091344621568', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Kmec,#viliamkmec-NHL-VGK-79,viliam,,,D,,3626,,,,kmec,75,79.0,viliamkmec,,
,,,,[],,Thomas Schemitsch,,,,,,,True,,CBJ,,205,,,,ACT,,nhl,,,f9e2a58e-04d8-4323-8886-6a6feffc6860,,Thomas,,,,,,"{'birth_date': '1996-10-26', 'birth_place': 'Thornhill, ON, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Schemitsch,#thomasschemitsch-NHL-CBJ-26,thomas,,,D,,2440,,,,schemitsch,76,26.0,thomasschemitsch,,
,,,,[],,Konsta Helenius,,,,,,,True,,BUF,,189,,,,ACT,,nhl,,,0cd52c0c-bd92-40ab-ad3c-5fc6ec7004fe,,Konsta,,,,,9024887.0,"{'birth_date': '2006-05-11', 'birth_place': 'Ylojarvi,, FIN', 'channel_id': '1273819857468542976', 'college': '', 'draft_pick': '14', 'draft_round': '1', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}",Helenius,#konstahelenius-NHL-BUF-94,konsta,,,C,,3237,,,,helenius,71,94.0,konstahelenius,,
,,,,[],UMass,Josh Lopina,,,,,,,True,,FLA,,195,,,,ACT,,nhl,,,44d80254-8e45-468c-8050-9564df5df8d0,,Josh,,,,,9014203.0,"{'birth_date': '2001-02-16', 'birth_place': 'Chicago, IL, USA', 'channel_id': '1272370470053740544', 'college': 'UMass', 'draft_pick': '98', 'draft_round': '4', 'draft_year': '2021', 'high_school': '', 'rookie_year': ''}",Lopina,#joshlopina-NHL-FLA-67,josh,,,C,,2666,,,,lopina,74,67.0,joshlopina,,
,,,,[],Ohio State,Matt Tomkins,,,,,,,True,,EDM,,191,,,,ACT,,nhl,,,2cab4019-d5f4-40c2-b601-63b798c415fd,,Matt,,,,,9012197.0,"{'birth_date': '1994-06-19', 'birth_place': 'Edmonton, AB, CAN', 'channel_id': '1168319796073209856', 'college': 'Ohio State', 'draft_pick': '199', 'draft_round': '7', 'draft_year': '2012', 'high_school': '', 'rookie_year': ''}",Tomkins,#matttomkins-NHL-EDM-90,matt,,,G,,1720,,,,tomkins,76,90.0,matttomkins,,
,10.0,,,[],Boston College,Miles Wood,,,,,,,True,,CBJ,,195,,,,ACT,,nhl,,,85ccad15-57ef-496b-84a1-bb9090e9b668,,Miles,,,,,8477425.0,"{'birth_date': '1995-09-13', 'birth_place': 'Buffalo, NY, USA', 'channel_id': '1157131004264075264', 'college': 'Boston College', 'draft_pick': '100', 'draft_round': '4', 'draft_year': '2013', 'high_school': '', 'rookie_year': '2015'}",Wood,#mileswood-NHL-CBJ-11,miles,,,LW,,1608,,,,wood,74,11.0,mileswood,,
,,,,[],,Kyle McDonald,,,,,,,True,,DAL,,223,,,,ACT,,nhl,,,db18f8c3-ffbd-48a2-a151-405be1d9f8f8,,Kyle,,,,,9015810.0,"{'birth_date': '2002-02-05', 'birth_place': 'Ottawa, ON, CAN', 'channel_id': '1191452129252876288', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",McDonald,#kylemcdonald-NHL-DAL-40,kyle,,,RW,,3116,,,,mcdonald,76,40.0,kylemcdonald,,
,4.0,,,[],,Oskar Steen,,,,,,,True,,BOS,,199,,,,ACT,,nhl,,,8c4a6e22-75bc-472a-ba6e-9959eb007468,,Oskar,,,,,9000978.0,"{'birth_date': '1998-03-09', 'birth_place': 'Karlstad,, SWE', 'college': '', 'draft_pick': '165', 'draft_round': '6', 'draft_year': '2016', 'high_school': '', 'rookie_year': '2020'}",Steen,#oskarsteen-NHL-BOS-62,oskar,,,C,,2459,,,,steen,69,62.0,oskarsteen,,
,,,,[],,Maxim Masse,,,,,,,True,,ANA,,186,,,,ACT,,nhl,,,3c72be1e-36f0-4193-a066-fcb7c3609ffa,,Maxim,,,,,9024939.0,"{'birth_date': '2006-04-07', 'birth_place': 'Rimouski, QC, CAN', 'channel_id': '1273880358143676416', 'college': '', 'draft_pick': '66', 'draft_round': '3', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}",Masse,#maximmasse-NHL-ANA-56,maxim,,,RW,,3362,,,,masse,74,56.0,maximmasse,,
,,,,[],,Nathan Villeneuve,,,,,,,True,,SEA,,199,,,,ACT,,nhl,,,4f3b9eea-6f64-4ae1-8268-c3f8968bf694,,Nathan,,,,,9024936.0,"{'birth_date': '2006-04-13', 'birth_place': 'Ottawa, ON, CAN', 'channel_id': '1274605049598713856', 'college': '', 'draft_pick': '63', 'draft_round': '2', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}",Villeneuve,#nathanvilleneuve-NHL-SEA-90,nathan,,,C,,3253,,,,villeneuve,71,90.0,nathanvilleneuve,,
,4.0,,,[],,Dysin Mayo,,,,,,,True,,CBJ,,190,,,,ACT,,nhl,,,0cc9c63a-203b-4f1c-ae6b-94ce4a981f3c,,Dysin,,,,,9000114.0,"{'birth_date': '1996-08-17', 'birth_place': 'Victoria, BC, CAN', 'channel_id': '1228098690032336896', 'college': '', 'draft_pick': '133', 'draft_round': '5', 'draft_year': '2014', 'high_school': '', 'rookie_year': '2021'}",Mayo,#dysinmayo-NHL-CBJ-37,dysin,,,D,,2707,,,,mayo,72,37.0,dysinmayo,,
,,,,[],,William McIsaac,,,,,,,True,,STL,,192,,,,ACT,,nhl,,,100c386b-3f32-432a-bbd8-b081d9719152,,William,,,,,9025016.0,"{'birth_date': '2006-05-26', 'birth_place': 'Vancouver, BC, CAN', 'channel_id': '1274242707237122048', 'college': '', 'draft_pick': '145', 'draft_round': '5', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}",McIsaac,#williammcisaac-NHL-STL-87,william,,,D,,3292,,,,mcisaac,75,87.0,williammcisaac,,
,9.0,,,[],North Dakota,Troy Stecher,,,,,,,True,,EDM,,184,,,,ACT,,nhl,,,319390d8-f13f-4b19-b5a2-7226b0ceef3b,,Troy,,,,,9000793.0,"{'birth_date': '1994-04-07', 'birth_place': 'Richmond, BC, CAN', 'channel_id': '1157131012375859200', 'college': 'North Dakota', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2016'}",Stecher,#troystecher-NHL-EDM-51,troy,,,D,,1174,,,,stecher,70,51.0,troystecher,,
,,,,[],,Julius Miettinen,,,,,,,True,,SEA,,205,,,,ACT,,nhl,,,5062e0df-f371-4ab9-ae4b-eccab4cf9576,,Julius,,,,,9024913.0,"{'birth_date': '2006-01-20', 'birth_place': 'Helsinki,, FIN', 'channel_id': '1274605050999611392', 'college': '', 'draft_pick': '40', 'draft_round': '2', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}",Miettinen,#juliusmiettinen-NHL-SEA-49,julius,,,C,,3254,,,,miettinen,75,49.0,juliusmiettinen,,
,14.0,,,[],Ohio State,Zac Dalpe,,,,,,,True,,FLA,,197,,,,ACT,,nhl,,,099beb40-4306-4b6e-ac6d-73a5864c28f4,,Zac,,,,,8474610.0,"{'birth_date': '1989-11-01', 'birth_place': 'Paris, ON, CAN', 'college': 'Ohio State', 'draft_pick': '45', 'draft_round': '2', 'draft_year': '2008', 'high_school': '', 'rookie_year': '2010'}",Dalpe,#zacdalpe-NHL-FLA-22,zac,,,C,,1829,,,,dalpe,74,22.0,zacdalpe,,
,,,,[],,Vadim Moroz,,,,,,,True,,ARI,,185,,,,NWT,,nhl,,,ce71ee2d-0fc0-4807-bf7a-67f14ca562cd,,Vadim,,,,,,"{'birth_date': '2003-11-20', 'birth_place': 'Minsk,, BLR', 'college': '', 'draft_pick': '88', 'draft_round': '3', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}",Moroz,#vadimmoroz-NHL-ARI,vadim,,,RW,,2027,,,,moroz,74,,vadimmoroz,,
,,,,[],Wisconsin,Linus Weissbach,,,,,,,True,,BUF,,175,,,,ACT,,nhl,,,b76748f2-077d-446b-af55-3f5a86cb0e66,,Linus,,,,,,"{'birth_date': '1998-04-19', 'birth_place': 'Gothenburg,, SWE', 'college': 'Wisconsin', 'draft_pick': '192', 'draft_round': '7', 'draft_year': '2017', 'high_school': '', 'rookie_year': ''}",Weissbach,#linusweissbach-NHL-BUF-65,linus,,,RW,,2228,,,,weissbach,69,65.0,linusweissbach,,
,4.0,,,[],Harvard,Nicholas Abruzzese,,,,,,,True,,TB,,183,,,,ACT,,nhl,,,03ac52b5-d33d-4d88-916e-b80279867eec,,Nicholas,,,,,9013371.0,"{'birth_date': '1999-06-04', 'birth_place': 'Slate Hill, NY, USA', 'channel_id': '1223085561036689408', 'college': 'Harvard', 'draft_pick': '124', 'draft_round': '4', 'draft_year': '2019', 'high_school': '', 'rookie_year': '2021'}",Abruzzese,#nicholasabruzzese-NHL-TB-6,nicholas,,,C,,3120,,,,abruzzese,71,6.0,nicholasabruzzese,,
,,,,[],Michigan,Brendan Brisson,,,,,,,True,,NYR,,191,,,,ACT,,nhl,,,591f1edf-79ee-4495-8941-55b8d7ee9a5a,,Brendan,,,,,9013552.0,"{'birth_date': '2001-10-22', 'birth_place': 'Los Angeles, CA, USA', 'channel_id': '1157130909472804864', 'college': 'Michigan', 'draft_pick': '29', 'draft_round': '1', 'draft_year': '2020', 'high_school': '', 'rookie_year': ''}",Brisson,#brendanbrisson-NHL-NYR-91,brendan,,,C,,1044,,,,brisson,72,91.0,brendanbrisson,,
,,,,[],,Arseni Koromyslov,,,,,,,True,,STL,,180,,,,ACT,,nhl,,,2c416c07-e9bb-442d-806d-3e1111b1eca7,,Arseni,,,,,,"{'birth_date': '2003-11-03', 'birth_place': 'Zelenograd,, RUS', 'channel_id': '1275269407978815489', 'college': '', 'draft_pick': '120', 'draft_round': '4', 'draft_year': '2022', 'high_school': '', 'rookie_year': ''}",Koromyslov,#arsenikoromyslov-NHL-STL,arseni,,,D,,4124,,,,koromyslov,75,,arsenikoromyslov,,
,11.0,,,[],,Jordan Martinook,,,,,,,True,,CAR,,208,,,,ACT,,nhl,,,21050a80-e999-47ee-825d-074608dae259,,Jordan,,,,,8476921.0,"{'birth_date': '1992-07-25', 'birth_place': 'Brandon, MB, CAN', 'channel_id': '1157131309018009600', 'college': '', 'draft_pick': '58', 'draft_round': '2', 'draft_year': '2012', 'high_school': '', 'rookie_year': '2014'}",Martinook,#jordanmartinook-NHL-CAR-48,jordan,,,LW,,1797,,,,martinook,73,48.0,jordanmartinook,,
,4.0,,,[],Minnesota,Ben Meyers,,,,,,,True,,SEA,,194,,,,ACT,,nhl,,,038dfd40-c35a-4ed5-989e-e9df6da710eb,,Ben,,,,,9014699.0,"{'birth_date': '1998-11-15', 'birth_place': 'Delano, MN, USA', 'channel_id': '1163608552619651072', 'college': 'Minnesota', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2021'}",Meyers,#benmeyers-NHL-SEA-59,ben,,,C,,1223,,,,meyers,71,59.0,benmeyers,,
,,,,[],,Adam Mechura,,,,,,,True,,BOS,,201,,,,ACT,,nhl,,,6c63fc58-1262-403b-8285-cc656b46351b,,Adam,,,,,9025259.0,"{'birth_date': '2003-01-31', 'birth_place': 'Pisek,, CZE', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Mechura,#adammechura-NHL-BOS,adam,,,C,,3676,,,,mechura,76,,adammechura,,
,,,,[],,Brady Lyle,,,,,,,True,,CGY,,211,,,,ACT,,nhl,,,7a803b31-0e1e-455a-90ba-6f983d16f747,,Brady,,,,,,"{'birth_date': '1999-06-06', 'birth_place': 'North Bay, ON, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Lyle,#bradylyle-NHL-CGY-33,brady,,,D,,3003,,,,lyle,74,33.0,bradylyle,,
,,,,[],,Justin Nachbaur,,,,,,,True,,WSH,,212,,,,ACT,,nhl,,,00d1c597-e1eb-489a-9a67-a196ab1945da,,Justin,,,,,9014500.0,"{'birth_date': '2000-04-03', 'birth_place': 'Winnipeg, MB, CAN', 'channel_id': '1273880306155278337', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Nachbaur,#justinnachbaur-NHL-WSH-94,justin,,,LW,,3460,,,,nachbaur,74,94.0,justinnachbaur,,
,13.0,,,[],Notre Dame,Anders Lee,,,,,,,True,,NYI,,231,,,,ACT,,nhl,,,ab79ebb3-9ae6-11e2-a01b-f4ce4684ea4c,,Anders,,,,,8475314.0,"{'birth_date': '1990-07-03', 'birth_place': 'Edina, MN, USA', 'channel_id': '1157131216290336768', 'college': 'Notre Dame', 'draft_pick': '152', 'draft_round': '6', 'draft_year': '2009', 'high_school': '', 'rookie_year': '2012'}",Lee,#anderslee-NHL-NYI-27,anders,,,LW,,1643,,,,lee,75,27.0,anderslee,,
,,,,[],,Spencer Smallman,,,,,,,True,,WSH,,189,,,,ACT,,nhl,,,7a621d64-4b30-4c73-910d-ab0c96e4bce1,,Spencer,,,,,9000366.0,"{'birth_date': '1996-09-09', 'birth_place': 'Summerside, PE, CAN', 'channel_id': '1273880325168058368', 'college': '', 'draft_pick': '138', 'draft_round': '5', 'draft_year': '2015', 'high_school': '', 'rookie_year': ''}",Smallman,#spencersmallman-NHL-WSH-81,spencer,,,RW,,2747,,,,smallman,73,81.0,spencersmallman,,
,,,,[],,Pavel Moysevich,,,,,,,True,,VGK,,187,,,,UDP,,nhl,,,d025e403-3cfb-40aa-9b62-5ea5cdf12af3,,Pavel,,,,,,"{'birth_date': '2004-09-29', 'birth_place': 'Minsk,, BLR', 'college': '', 'draft_pick': '83', 'draft_round': '3', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}",Moysevich,#pavelmoysevich-NHL-VGK,pavel,,,G,,3257,,,,moysevich,76,,pavelmoysevich,,
,,,,[],,David Klee,,,,,,,True,,SJ,,188,,,,NWT,,nhl,,,888227b6-5cf7-4eb9-8607-db23fbcbda97,,David,,,,,,"{'birth_date': '2005-05-10', 'birth_place': 'Castle Rock, CO, USA', 'college': '', 'draft_pick': '196', 'draft_round': '7', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}",Klee,#davidklee-NHL-SJ,david,,,C,,2076,,,,klee,75,,davidklee,,
,6.0,,,[],,Filip Zadina,,,,,,,True,,SJ,,200,,,,ACT,,nhl,,,38a00f82-e70d-4a2b-b9c0-b10fe6756229,,Filip,,,,,9012553.0,"{'birth_date': '1999-11-27', 'birth_place': 'Pardubice,, CZE', 'college': '', 'draft_pick': '6', 'draft_round': '1', 'draft_year': '2018', 'high_school': '', 'rookie_year': '2018'}",Zadina,#filipzadina-NHL-SJ-18,filip,,,RW,,1425,,,,zadina,72,18.0,filipzadina,,
,12.0,,,[],,Michael Sgarbossa,,,,,,,True,,WSH,,179,,,,ACT,,nhl,,,685eaa48-7ca2-4029-895f-b20823fa5637,,Michael,,,,,8475958.0,"{'birth_date': '1992-07-25', 'birth_place': 'Campbellville, ON, CAN', 'channel_id': '1157131286331019264', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2012'}",Sgarbossa,#michaelsgarbossa-NHL-WSH-23,michael,,,C,,2610,,,,sgarbossa,72,23.0,michaelsgarbossa,,
,,,,[],,Philippe Maillet,,,,,,,True,,MTL,,174,,,,ACT,,nhl,,,e1163e0f-c7fe-4741-9ef4-2f7f67c79ae4,,Philippe,,,,,,"{'birth_date': '1992-11-07', 'birth_place': 'Lachenaie, QC, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Maillet,#philippemaillet-NHL-MTL-61,philippe,,,C,,2239,,,,maillet,70,61.0,philippemaillet,,
,16.0,,,[],,Lars Eller,,,,,,,True,,OTT,,208,,,,ACT,,nhl,,,42fc415a-0f24-11e2-8525-18a905767e44,,Lars,,,,,8474189.0,"{'birth_date': '1989-05-08', 'birth_place': 'Rodovre,, DNK', 'channel_id': '1157131253011468288', 'college': '', 'draft_pick': '13', 'draft_round': '1', 'draft_year': '2007', 'high_school': '', 'rookie_year': '2009'}",Eller,#larseller-NHL-OTT-89,lars,,,C,,1232,,,,eller,74,89.0,larseller,,
,2.0,,,[],,Matt Rempe,,,,,,,True,,NYR,,255,,,,ACT,,nhl,,,3020acdd-c5a6-49b6-8993-40bf368fb977,,Matt,,,,,9013801.0,"{'birth_date': '2002-06-29', 'birth_place': 'Calgary, AB, CAN', 'channel_id': '1157131221688406016', 'college': '', 'draft_pick': '165', 'draft_round': '6', 'draft_year': '2020', 'high_school': '', 'rookie_year': '2023'}",Rempe,#mattrempe-NHL-NYR-73,matt,,,C,,2539,,,,rempe,81,73.0,mattrempe,,
,,,,[],,James Stefan,,,,,,,True,,EDM,,183,,,,ACT,,nhl,,,c530734a-3575-450e-89c9-33d9ab0a370e,,James,,,,,9015160.0,"{'birth_date': '2003-08-09', 'birth_place': 'Atlanta, GA, USA', 'channel_id': '1274665435412824064', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Stefan,#jamesstefan-NHL-EDM-70,james,,,RW,,3565,,,,stefan,72,70.0,jamesstefan,,
,,,,[],,Michal Postava,,,,,,,True,,DET,,205,,,,ACT,,nhl,,,ce8b7151-c884-4cdb-a2c0-b09c9657c2f0,,Michal,,,,,,"{'birth_date': '2002-02-28', 'birth_place': 'Valasske Mezirici,, CZE', 'channel_id': '1274423809050443776', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Postava,#michalpostava-NHL-DET-5,michal,,,G,,4030,,,,postava,74,5.0,michalpostava,,
,,,,[],,Vyacheslav Buteyets,,,,,,,True,,ANA,,185,,,,ACT,,nhl,,,1d8fc7aa-d5b7-4291-a314-358fca97977d,,Vyacheslav,,,,,9024865.0,"{'birth_date': '2002-05-29', 'birth_place': 'Chelyabinsk,, RUS', 'channel_id': '1273880354456883200', 'college': '', 'draft_pick': '178', 'draft_round': '6', 'draft_year': '2022', 'high_school': '', 'rookie_year': ''}",Buteyets,#vyacheslavbuteyets-NHL-ANA-32,vyacheslav,,,G,,3199,,,,buteyets,76,32.0,vyacheslavbuteyets,,
,,,,[],,Ethan Ritchie,,,,,,,True,,BOS,,195,,,,ACT,,nhl,,,6149c7e8-a851-4c00-8c9a-7ea5bc01f35a,,Ethan,,,,,9015616.0,"{'birth_date': '2002-06-04', 'birth_place': 'Brampton, ON, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Ritchie,#ethanritchie-NHL-BOS,ethan,,,D,,2454,,,,ritchie,72,,ethanritchie,,
,,,,[],,Reece Newkirk,,,,,,,True,,TB,,179,,,,ACT,,nhl,,,25fadf30-e224-41bc-86ef-e5dc0561a566,,Reece,,,,,9013208.0,"{'birth_date': '2001-02-20', 'birth_place': 'Moose Jaw, SK, CAN', 'channel_id': '1274182272815202304', 'college': '', 'draft_pick': '147', 'draft_round': '5', 'draft_year': '2019', 'high_school': '', 'rookie_year': ''}",Newkirk,#reecenewkirk-NHL-TB-65,reece,,,C,,2818,,,,newkirk,72,65.0,reecenewkirk,,
,,,,[],,Arttu Karki,,,,,,,True,,VGK,,176,,,,ACT,,nhl,,,09750ea2-55e1-4824-b0d0-72525fbd870c,,Arttu,,,,,,"{'birth_date': '2004-08-12', 'birth_place': 'Viiala,, FIN', 'college': '', 'draft_pick': '96', 'draft_round': '3', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}",Karki,#arttukarki-NHL-VGK-26,arttu,,,D,,1975,,,,karki,74,26.0,arttukarki,,
,,,,[],,Nicholas Savoie,,,,,,,True,,BUF,,185,,,,ACT,,nhl,,,cd9588e3-a5f9-4453-b848-47dd3314356b,,Nicholas,,,,,,"{'birth_date': '2002-05-30', 'birth_place': 'Moncton, NB, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Savoie,#nicholassavoie-NHL-BUF-45,nicholas,,,D,,2683,,,,savoie,72,45.0,nicholassavoie,,
,,,,[],,Jacob Murray,,,,,,,True,,DAL,,199,,,,ACT,,nhl,,,9f19d663-585a-434c-9ab0-8085fe1c956b,,Jacob,,,,,,"{'birth_date': '2002-04-11', 'birth_place': 'Mississauga, ON, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Murray,#jacobmurray-NHL-DAL-67,jacob,,,D,,3106,,,,murray,75,67.0,jacobmurray,,
,10.0,,,[],,Logan Shaw,,,,,,,True,,TOR,,208,,,,ACT,,nhl,,,e894c2d3-0983-4d0a-bea4-f03b63939364,,Logan,,,,,8476400.0,"{'birth_date': '1992-10-05', 'birth_place': 'Glace Bay, NS, CAN', 'channel_id': '1274544772375154688', 'college': '', 'draft_pick': '76', 'draft_round': '3', 'draft_year': '2011', 'high_school': '', 'rookie_year': '2015'}",Shaw,#loganshaw-NHL-TOR-15,logan,,,RW,,3146,,,,shaw,75,15.0,loganshaw,,
,,,,[],,Luke Woodworth,,,,,,,True,,LA,,163,,,,ACT,,nhl,,,c785e90a-d15e-4bb8-a6e5-6255d53a8c1d,,Luke,,,,,9025207.0,"{'birth_date': '2004-04-01', 'birth_place': 'Bridgewater, NS, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Woodworth,#lukewoodworth-NHL-LA-36,luke,,,C,,3604,,,,woodworth,69,36.0,lukewoodworth,,
,1.0,,,[],,Tomas Hamara,,,,,,,True,,OTT,,194,,,,ACT,,nhl,,,85c6eaf9-82f9-4b04-85e7-e20303f77b3f,,Tomas,,,,,9015036.0,"{'birth_date': '2004-03-09', 'birth_place': 'Prague,, CZE', 'channel_id': '1221937982697648128', 'college': '', 'draft_pick': '87', 'draft_round': '3', 'draft_year': '2022', 'high_school': '', 'rookie_year': '2024'}",Hamara,#tomashamara-NHL-OTT-98,tomas,,,D,,3078,,,,hamara,72,98.0,tomashamara,,
,,,,[],,Aatu Jamsen,,,,,,,True,,LA,,154,,,,ACT,,nhl,,,98964e6b-12ed-45db-8df7-52256bd060a5,,Aatu,,,,,9013842.0,"{'birth_date': '2002-07-22', 'birth_place': 'Espoo,, FIN', 'channel_id': '1274605114920804352', 'college': '', 'draft_pick': '190', 'draft_round': '7', 'draft_year': '2020', 'high_school': '', 'rookie_year': ''}",Jamsen,#aatujamsen-NHL-LA-74,aatu,,,RW,,3210,,,,jamsen,73,74.0,aatujamsen,,
,8.0,,,[],Boston University,Charlie McAvoy,,,,,,,True,,BOS,,213,,,,ACT,,nhl,,,72d92fa8-71ce-4437-adb5-e861e5f6f55f,,Charlie,,,,,9001055.0,"{'birth_date': '1997-12-21', 'birth_place': 'Long Beach, NY, USA', 'channel_id': '1157131120656011264', 'college': 'Boston University', 'draft_pick': '14', 'draft_round': '1', 'draft_year': '2016', 'high_school': '', 'rookie_year': '2017'}",McAvoy,#charliemcavoy-NHL-BOS-73,charlie,,,D,,1459,,,,mcavoy,73,73.0,charliemcavoy,,
,7.0,,,[],,Marcus Hogberg,,,,,,,True,,NYI,,234,,,,ACT,,nhl,,,470d563a-f58a-4e0d-b7e8-592cb9fa6b40,,Marcus,,,,,9012268.0,"{'birth_date': '1994-11-25', 'birth_place': 'Orebro,, SWE', 'channel_id': '1169346416355602432', 'college': '', 'draft_pick': '78', 'draft_round': '3', 'draft_year': '2013', 'high_school': '', 'rookie_year': '2018'}",Hogberg,#marcushogberg-NHL-NYI-50,marcus,,,G,,3203,,,,hogberg,77,50.0,marcushogberg,,
,,,,[],,David Silye,,,,,,,True,,CGY,,187,,,,ACT,,nhl,,,d93f9f8b-e422-4043-8fa1-e2d260cdbc9b,,David,,,,,9025236.0,"{'birth_date': '1999-03-02', 'birth_place': 'Arnprior, ON, CAN', 'channel_id': '1274303022054248448', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Silye,#davidsilye-NHL-CGY-83,david,,,C,,3654,,,,silye,71,83.0,davidsilye,,
,6.0,,,[],,Oliver Wahlstrom,,,,,,,True,,SJ,,205,,,,ACT,,nhl,,,4069a020-de8f-4b34-a005-84b937d95456,,Oliver,,,,,9013110.0,"{'birth_date': '2000-06-13', 'birth_place': 'Portland, ME, USA', 'channel_id': '1157131208321159168', 'college': '', 'draft_pick': '11', 'draft_round': '1', 'draft_year': '2018', 'high_school': '', 'rookie_year': '2019'}",Wahlstrom,#oliverwahlstrom-NHL-SJ-24,oliver,,,RW,,1627,,,,wahlstrom,74,24.0,oliverwahlstrom,,
,,,,[],,James Reeder,,,,,,,True,,LA,,168,,,,UDP,,nhl,,,61366821-0d54-4e95-a7c7-a79dbef9aa01,,James,,,,,,"{'birth_date': '2005-10-06', 'birth_place': 'Glenview, Il, USA', 'college': '', 'draft_pick': '198', 'draft_round': '7', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}",Reeder,#jamesreeder-NHL-LA,james,,,RW,,3376,,,,reeder,70,,jamesreeder,,
,,,,[],,Nicholas DeAngelis,,,,,,,True,,CBJ,,196,,,,ACT,,nhl,,,f9751110-2ed9-41b5-ad2c-fbeea25a2d53,,Nicholas,,,,,,"{'birth_date': '2004-05-22', 'birth_place': 'Richmond Hill, ON, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",DeAngelis,#nicholasdeangelis-NHL-CBJ-97,nicholas,,,D,,2439,,,,deangelis,72,97.0,nicholasdeangelis,,
,,,,[],,Luka Profaca,,,,,,,True,,ANA,,195,,,,ACT,,nhl,,,9910b64e-4fdc-496b-8f68-a95c93d9e463,,Luka,,,,,,"{'birth_date': '2002-03-30', 'birth_place': 'Mississauga, ON, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Profaca,#lukaprofaca-NHL-ANA-58,luka,,,D,,2697,,,,profaca,74,58.0,lukaprofaca,,
,19.0,,,[],,Marc-Edouard Vlasic,,,,,,,True,,SJ,,205,,,,ACT,,nhl,,,42919aaf-0f24-11e2-8525-18a905767e44,,Marc-Edouard,,,,,8471709.0,"{'birth_date': '1987-03-30', 'birth_place': 'Montreal, QC, CAN', 'channel_id': '1157130939701153792', 'college': '', 'draft_pick': '35', 'draft_round': '2', 'draft_year': '2005', 'high_school': '', 'rookie_year': '2006'}",Vlasic,#marcedouardvlasic-NHL-SJ-44,marcedouard,,,D,,1127,,,,vlasic,73,44.0,marcedouardvlasic,,
