age,years_exp,search_rank,pandascore_id,birth_country,college,espn_id,birth_date,injury_notes,search_first_name,player_id,hashtag,stats_id,news_updated,active,sport,fantasy_data_id,competitions,practice_description,yahoo_id,last_name,opta_id,birth_state,gsis_id,status,depth_chart_order,height,injury_start_date,fantasy_positions,search_full_name,high_school,sportradar_id,kalshi_id,practice_participation,team_abbr,team,oddsjam_id,rotoworld_id,birth_city,metadata,first_name,injury_status,swish_id,depth_chart_position,team_changed_at,position,search_last_name,number,full_name,weight,injury_body_part,rotowire_id
,,,,USA,,,,,matt,1912,#mattwisler-MLB-TB-37,,,True,mlb,,[],,,Wisler,,OH,,A,,75,,,mattwisler,Bryan (OH),58c2ee6d-9f45-42ff-88ec-358d882a8bb5,,,,TB,,,Bryan,"{'bat_hand': 'R', 'full_name': 'Matt Wisler', 'pro_debut': '2015-06-19', 'rookie_year': '2015', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-09-01T19:19:27+00:00'}",Matt,,605538.0,,,RP,wisler,37.0,Matt Wisler,215,,
,,,,USA,Arizona,,,,ryan,2589,#ryanaguilar-MLB-LAA-39,,,True,mlb,,[],,,Aguilar,,CA,,A,,74,,,ryanaguilar,Esperanza (CA),6153bb4c-91ee-485c-a7e7-3f0cc29c7278,,,,LAA,,,Yorba Linda,"{'bat_hand': 'L', 'full_name': 'Ryan Aguilar', 'pro_debut': '2022-08-26', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'L', 'updated': '2022-09-03T01:15:47+00:00'}",Ryan,,666922.0,,,CF,aguilar,39.0,Ryan Aguilar,168,,
,,,,USA,Virginia,,,,sean,2020,#seandoolittle-MLB-WSH-63,,1695396634862.0,False,mlb,,[],,,Doolittle,,SD,,D60,,74,,,seandoolittle,Shawnee (NJ),5606fc3c-ecbb-4332-bf7d-f30fef09a9a2,,,,WSH,,,Rapid City,"{'bat_hand': 'L', 'full_name': 'Sean Doolittle', 'pro_debut': '2012-06-05', 'rookie_year': '2012', 'status': 'D60', 'throw_hand': 'L', 'updated': '2022-05-04T19:38:59+00:00'}",Sean,,448281.0,,,RP,doolittle,63.0,Sean Doolittle,227,,9879.0
,3.0,,,DOM,,,2001-03-01,Not Specified,wander,1879,#wanderfranco-MLB-TB-5,,1750973726697.0,True,mlb,,[],,,Franco,,,,A,,70,,,wanderfranco,,1264322d-9ded-486b-8ef2-a2f281589db6,,,,TB,8B8E6BD55EBA,,Bani,"{'bat_hand': 'B', 'full_name': 'Wander Franco', 'pro_debut': '2021-06-22', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-11-03T00:34:28+00:00'}",Wander,Out,677551.0,,,SS,franco,5.0,Wander Franco,189,Personal,15056.0
,2.0,,,USA,Oklahoma,,1997-02-18,,jake,2695,#jakeirvin-MLB-WSH-27,,1759016725633.0,True,mlb,,[],,,Irvin,,MN,,A,,78,,,jakeirvin,Thomas Jefferson (MN),53994f14-378a-4570-be06-e8ef68255c32,,,,WSH,2D132662B71D,,Edina,"{'bat_hand': 'R', 'channel_id': '1157161594820526080', 'full_name': 'Jake Irvin', 'pro_debut': '2023-05-03', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-05-17T17:44:09+00:00'}",Jake,,663623.0,,,SP,irvin,27.0,Jake Irvin,234,,15546.0
,,,,CUB,,,2003-04-06,,edgar,3412,#edgarquero-MLB-CWS,,1757869809522.0,True,mlb,,[],,,Quero,,,,A,,70,,,edgarquero,,d1a1a3fb-64bb-41d4-bf9f-805d8feea005,,,,CWS,,,Cienfuegos,"{'bat_hand': 'B', 'channel_id': '1218389708522917888', 'full_name': 'Edgar Quero', 'pro_debut': '', 'rookie_year': '', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-04-16T23:43:25+00:00'}",Edgar,,,,,C,quero,,Edgar Quero,210,,17622.0
,,,,USA,,,,,travis,1051,#travisdemeritte-MLB-ATL-48,,,False,mlb,,[],,,Demeritte,,NY,,MIN,,72,,,travisdemeritte,Winder-Barrow (GA),227ef9b5-7858-41b5-9630-047ff9095114,,,,ATL,,,New York,"{'bat_hand': 'R', 'full_name': 'Travis Demeritte', 'pro_debut': '2019-08-02', 'rookie_year': '2019', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2022-05-28T13:41:09+00:00'}",Travis,,641513.0,,,LF,demeritte,48.0,Travis Demeritte,180,,
,4.0,,,USA,,,1997-11-09,,alex,1842,#alexkirilloff-MLB-MIN-19,,1730386216344.0,False,mlb,,[],,,Kirilloff,,PA,,D60,,74,,,alexkirilloff,Plum (PA),2e4e94fc-76a7-4f29-8a31-e98f3849818d,,,,MIN,1951C76F4DBE,,Pittsburgh,"{'bat_hand': 'L', 'channel_id': '1157161509420302336', 'full_name': 'Alex Kirilloff', 'pro_debut': '2020-09-30', 'rookie_year': '2020', 'status': 'D60', 'throw_hand': 'L', 'updated': '2024-07-30T22:30:23+00:00'}",Alex,,666135.0,,,LF,kirilloff,19.0,Alex Kirilloff,195,,14247.0
,1.0,,,VEN,,,2000-08-19,,yilber,3204,#yilberdiaz-MLB-AZ-45,,1750116171933.0,True,mlb,,[],,,Díaz,,,,A,,72,,,yilberdiaz,,55de0f7b-e342-4292-a9f2-226b3ed55018,,,,AZ,8B77F29AD718,,Guatire,"{'bat_hand': 'R', 'channel_id': '1157161189227134976', 'full_name': 'Yilber Díaz', 'pro_debut': '2024-07-08', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T04:25:34+00:00'}",Yilber,,700270.0,,,SP,diaz,45.0,Yilber Díaz,190,,18751.0
,4.0,,,USA,Notre Dame,,1996-04-02,Not Specified,brandon,2138,#brandonbielak-MLB-ATH-62,,1740525628002.0,True,mlb,,[],,,Bielak,,NJ,,A,,74,,,brandonbielak,St. Joseph (NJ),8ed8095c-afd4-4c28-b426-4a338f11fe7f,,,,ATH,4DDCD63BAB05,,Edison,"{'bat_hand': 'L', 'full_name': 'Brandon Bielak', 'pro_debut': '2020-07-27', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-09-08T16:52:31+00:00'}",Brandon,Out,656232.0,,,RP,bielak,62.0,Brandon Bielak,221,Undisclosed,15722.0
,8.0,,,VEN,,,1996-05-02,,luis,1292,#luistorrens-MLB-NYM-13,,1758137422366.0,True,mlb,,[],,,Torrens,,,,A,,71,,,luistorrens,,20284ee6-caca-428b-985f-5108318b9803,,,,NYM,91449CB86408,,Valencia,"{'bat_hand': 'R', 'channel_id': '1157161685497184256', 'full_name': 'Luis Torrens', 'pro_debut': '2017-04-03', 'rookie_year': '2017', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-17T19:54:17+00:00'}",Luis,,620443.0,,,C,torrens,13.0,Luis Torrens,217,,12604.0
,1.0,,,USA,Florida,,2001-11-15,Strain,wyatt,3110,#wyattlangford-MLB-TEX-36,,1758751806969.0,True,mlb,,[],,,Langford,,FL,,A,,72,,,wyattlangford,Trenton (FL),e49ab48f-3e58-4ac5-99a3-087a0b17b14b,,,,TEX,9437557E73B5,,Trenton,"{'bat_hand': 'R', 'channel_id': '1157161608024195072', 'full_name': 'Wyatt Langford', 'pro_debut': '2024-03-28', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T00:37:07+00:00'}",Wyatt,IL10,694671.0,,,LF,langford,36.0,Wyatt Langford,225,Oblique,18842.0
,4.0,,,USA,Charleston,,1995-07-12,,bailey,1860,#baileyober-MLB-MIN-17,,1758835512649.0,True,mlb,,[],,,Ober,,NC,,A,,81,,,baileyober,Charlotte Christian (NC),d596dae4-f972-444d-9db0-4efd47b0fb44,,,,MIN,4D0ED9394647,,Huntersville,"{'bat_hand': 'R', 'channel_id': '1157161518249312256', 'full_name': 'Bailey Ober', 'pro_debut': '2021-05-18', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-02T13:44:55+00:00'}",Bailey,,641927.0,,,SP,ober,17.0,Bailey Ober,260,,16018.0
,5.0,,,USA,,,1998-10-23,,dylan,1342,#dylancarlson-MLB-BAL-15,,1758080119925.0,True,mlb,,[],,,Carlson,,CA,,A,,74,,,dylancarlson,Elk Grove (CA),0ebf2165-048e-4392-b057-2e57d6b6b95e,,,,BAL,E91B49947EC2,,Elk Grove,"{'bat_hand': 'B', 'channel_id': '1157161529544572928', 'full_name': 'Dylan Carlson', 'pro_debut': '2020-08-15', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-07-22T22:13:37+00:00'}",Dylan,,666185.0,,,LF,carlson,15.0,Dylan Carlson,200,,14336.0
,5.0,,,USA,Florida,,1994-12-20,,dane,2062,#danedunning-MLB-ATL-34,,1759435510534.0,True,mlb,,[],,,Dunning,,FL,,A,,76,,,danedunning,Clay (FL),f4c93b6c-749c-409a-bcd5-58fb2ef53246,,,,ATL,6EB80AF53E6A,,Orange Park,"{'bat_hand': 'R', 'channel_id': '1157161611979423744', 'full_name': 'Dane Dunning', 'pro_debut': '2020-08-19', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-30T22:01:22+00:00'}",Dane,,641540.0,,,SP,dunning,34.0,Dane Dunning,225,,14284.0
,4.0,,,COL,,,,,oscar,1638,#oscarmercado-MLB-STL-54,,1739547012716.0,True,mlb,,[],,,Mercado,,,,A,,74,,,oscarmercado,Gaither (FL),57136a41-44d2-4b33-b942-f45b0015870d,,,,STL,,,Cartagena,"{'bat_hand': 'R', 'full_name': 'Óscar Mercado', 'pro_debut': '2019-05-14', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-05-17T20:45:26+00:00'}",Óscar,,640458.0,,,RF,mercado,54.0,Óscar Mercado,197,,12971.0
,9.0,,,USA,,,1992-12-04,Surgery,joe,1988,#joemusgrove-MLB-SD-44,,1758129921900.0,True,mlb,,[],,,Musgrove,,CA,,D60,,77,,,joemusgrove,Grossmont (CA),9c12832b-c487-40d4-915b-e44097632d7c,,,,SD,87980ED926A6,,El Cajon,"{'bat_hand': 'R', 'channel_id': '1157161577036677120', 'full_name': 'Joe Musgrove', 'pro_debut': '2016-08-02', 'rookie_year': '2016', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-03-20T21:13:37+00:00'}",Joe,IL60,605397.0,,,SP,musgrove,44.0,Joe Musgrove,230,Elbow,12185.0
,0.0,,,USA,Nebraska,,2002-03-16,,brice,3498,#bricematthews-MLB-HOU-28,,1759017925706.0,True,mlb,,[],,,Matthews,,TX,,A,,71,,,bricematthews,Atascocita (TX),104ae409-ab94-441d-adbc-ca576ff8b333,,,,HOU,,,Houston,"{'bat_hand': 'R', 'channel_id': '1249177537720885248', 'full_name': 'Brice Matthews', 'pro_debut': '2025-07-11', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T16:26:45+00:00'}",Brice,,,,,SS,matthews,28.0,Brice Matthews,190,,18989.0
,0.0,,,USA,Coastal Carolina,,1999-12-15,,garrett,3332,#garrettmcdaniels-MLB-LAA-57,,1749924059461.0,False,mlb,,[],,,McDaniels,,SC,,D15,,74,,,garrettmcdaniels,Pee Dee (SC),197d1d28-1d8b-4e04-92f6-4e2f66829f7e,,,,LAA,BFD1BACABFA66445,,Marion,"{'bat_hand': 'L', 'channel_id': '1199824310324187137', 'full_name': 'Garrett McDaniels', 'pro_debut': '2025-03-31', 'rookie_year': '2025', 'status': 'D15', 'throw_hand': 'L', 'updated': '2025-05-04T00:05:26+00:00'}",Garrett,,,,,SP,mcdaniels,57.0,Garrett McDaniels,180,,15472.0
,6.0,,,USA,Arizona,,1994-03-24,Sprain,kevin,2540,#kevinginkel-MLB-AZ-37,,1754516102302.0,True,mlb,,[],,,Ginkel,,CA,,D60,,76,,,kevinginkel,El Capitan (CA),016e7b25-5855-447a-aa10-10372bcc1fa3,,,,AZ,C6B574A879C0,,San Diego,"{'bat_hand': 'L', 'channel_id': '1157161190200213504', 'full_name': 'Kevin Ginkel', 'pro_debut': '2019-08-05', 'rookie_year': '2019', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-08-06T21:22:39+00:00'}",Kevin,Out,656464.0,,,RP,ginkel,37.0,Kevin Ginkel,235,Shoulder,16424.0
,,,,USA,Louisville,,,,brendan,1904,#brendanmckay-MLB-TB-49,,1715708107067.0,False,mlb,,[],,,McKay,,PA,,D60,,74,,,brendanmckay,Blackhawk (PA),75111a10-b4ad-4994-a91c-7fd9df4f8a57,,,,TB,,,Darlington,"{'bat_hand': 'L', 'full_name': 'Brendan McKay', 'pro_debut': '2019-06-29', 'rookie_year': '2019', 'status': 'D60', 'throw_hand': 'L', 'updated': '2022-09-12T18:07:21+00:00'}",Brendan,,,,,SP,mckay,49.0,Brendan McKay,220,,14764.0
,2.0,,,USA,Salt Lake Community College (UT),,1995-09-28,,joe,2060,#joebarlow-MLB-KC,,1743029716518.0,False,mlb,,[],,,Barlow,,UT,,MIN,,74,,,joebarlow,Riverton (UT),59ae9ca1-9152-4b71-b425-25c2f059bd69,,,,KC,,,Riverton,"{'bat_hand': 'R', 'full_name': 'Joe Barlow', 'pro_debut': '2021-06-24', 'rookie_year': '2021', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2023-08-04T17:33:59+00:00'}",Joe,,669618.0,,,RP,barlow,,Joe Barlow,210,,16371.0
,11.0,,,USA,,,1990-10-19,,tyler,1065,#tylermatzek-MLB-NYY-68,,1750355429724.0,True,mlb,,[],,,Matzek,,CA,,A,,75,,,tylermatzek,Capistrano Valley (CA),5eb0d6d2-8307-4f44-9401-328f793ae4cb,,,,NYY,41887B3D2B5C,,Mission Viejo,"{'bat_hand': 'L', 'channel_id': '1220488514844508160', 'full_name': 'Tyler Matzek', 'pro_debut': '2014-06-11', 'rookie_year': '2014', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-04-22T18:58:45+00:00'}",Tyler,IL7,554431.0,,,RP,matzek,68.0,Tyler Matzek,230,Undisclosed,10950.0
,4.0,,,TWN,,,1995-08-18,,yu,1625,#yuchang-MLB-BOS-20,,1718827238658.0,True,mlb,,[],,,Chang,,,,A,,73,,,yuchang,,0e3d9555-04e2-42ae-92b7-71ca2f8df752,,,,BOS,6D7103A8B222,,Taitung,"{'bat_hand': 'R', 'full_name': 'Yu Chang', 'pro_debut': '2019-06-28', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-08-08T14:56:46+00:00'}",Yu,,644374.0,,,SS,chang,20.0,Yu Chang,180,,13038.0
,4.0,,,VEN,,,1996-09-13,,jhonathan,1477,#jhonathandiaz-MLB-SEA-74,,1747778418521.0,True,mlb,,[],,,Díaz,,,,MIN,,72,,,jhonathandiaz,,c9793e2a-c7ec-4a36-a0bf-e2d7d5d31e64,,,,SEA,BE0E0415FF02,,Valencia,"{'bat_hand': 'L', 'channel_id': '1157161249855799296', 'full_name': 'Jhonathan Díaz', 'pro_debut': '2021-09-17', 'rookie_year': '2021', 'status': 'MIN', 'throw_hand': 'L', 'updated': '2025-06-23T23:01:00+00:00'}",Jhonathan,,646242.0,,,RP,diaz,74.0,Jhonathan Díaz,170,,17664.0
,6.0,,,USA,Missouri,,1993-12-16,,pete,1896,#petefairbanks-MLB-TB-29,,1758172216889.0,True,mlb,,[],,,Fairbanks,,MO,,A,,78,,,petefairbanks,Webster Groves (MO),276cbbde-fb0e-43ff-99be-355a6ebb531c,,,,TB,880A24DE31DC,,St. Louis,"{'bat_hand': 'R', 'channel_id': '1157161534401576960', 'full_name': 'Pete Fairbanks', 'pro_debut': '2019-06-09', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-04-04T20:10:14+00:00'}",Pete,,664126.0,,,RP,fairbanks,29.0,Pete Fairbanks,235,,16252.0
,10.0,,,USA,SUNY Buffalo,,1991-04-03,Strain,tom,1290,#tommurphy-MLB-SF-19,,1751648108617.0,True,mlb,,[],,,Murphy,,NY,,D60,,72,,,tommurphy,Central Square (NY),ee9f4e66-0978-4bc2-af4a-ff3a32762ab4,,,,SF,D53B121991E6,,West Monroe,"{'bat_hand': 'R', 'channel_id': '1157161482908106752', 'full_name': 'Tom Murphy', 'pro_debut': '2015-09-12', 'rookie_year': '2015', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-08-21T19:51:48+00:00'}",Tom,IL60,608596.0,,,C,murphy,19.0,Tom Murphy,218,Back,12552.0
,2.0,,,USA,,,1998-06-19,,cody,2831,#codybolton-MLB-CLE-58,,1749270948537.0,False,mlb,,[],,,Bolton,,VA,,MIN,,74,,,codybolton,Tracy (CA),943df345-131c-4622-af4f-67b57b567f1d,,,,CLE,EEB4B3F16E79,,Richmond,"{'bat_hand': 'R', 'channel_id': '1157161247926419456', 'full_name': 'Cody Bolton', 'pro_debut': '2023-04-29', 'rookie_year': '2023', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-04-29T20:05:51+00:00'}",Cody,,675989.0,,,RP,bolton,58.0,Cody Bolton,210,,15915.0
,6.0,,,USA,Vanderbilt,,1990-08-23,,mike,1806,#mikeyastrzemski-MLB-KC-18,,1759147234538.0,True,mlb,,[],,,Yastrzemski,,MA,,A,,71,,,mikeyastrzemski,St. John's Prep (MA),04257a3f-5939-45c0-ae5c-0c90065040d0,,,,KC,5AD286670CD8,,Andover,"{'bat_hand': 'L', 'channel_id': '1157161491649036288', 'full_name': 'Mike Yastrzemski', 'pro_debut': '2019-05-25', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-08-01T18:47:38+00:00'}",Mike,,573262.0,,,RF,yastrzemski,18.0,Mike Yastrzemski,180,,13501.0
,4.0,,,USA,,,1997-12-18,,brandon,1467,#brandonmarsh-MLB-PHI-16,,1758485731345.0,True,mlb,,[],,,Marsh,,GA,,A,,74,,,brandonmarsh,Buford (GA),cbc7880d-aacf-494d-83b9-5441533451a2,,,,PHI,C033850C90E1,,Buford,"{'bat_hand': 'L', 'channel_id': '1157161166783414272', 'full_name': 'Brandon Marsh', 'pro_debut': '2021-07-18', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-05-03T17:28:01+00:00'}",Brandon,,669016.0,,,CF,marsh,16.0,Brandon Marsh,215,,14293.0
,0.0,,,DOM,,,1995-12-31,,yaramil,3451,#yaramilhiraldo-MLB-BAL-76,,1757968834305.0,True,mlb,,[],,,Hiraldo,,,,A,,73,,,yaramilhiraldo,,af84302e-3bb0-47ce-ac3f-e1f296b6e895,,,,BAL,7A8E809DC6DF4DC0,,Santiago,"{'bat_hand': 'R', 'channel_id': '1232145276056129536', 'full_name': 'Yaramil Hiraldo', 'pro_debut': '2025-05-27', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-15T20:29:02+00:00'}",Yaramil,,,,,RP,hiraldo,76.0,Yaramil Hiraldo,180,,20130.0
,,,,USA,Oklahoma,,,,garrett,2074,#garrettrichards-MLB-TEX-43,,,True,mlb,,[],,,Richards,,CA,,A,,74,,,garrettrichards,Edmond Memorial (OK),be749bfe-5f67-4761-80e0-acb06fc78d73,,,,TEX,,,Riverside,"{'bat_hand': 'R', 'full_name': 'Garrett Richards', 'pro_debut': '2011-08-10', 'rookie_year': '2011', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-04-14T21:35:10+00:00'}",Garrett,,572070.0,,,RP,richards,43.0,Garrett Richards,210,,
,0.0,,,USA,Central Michigan,,2001-06-28,,jakob,3510,#jakobmarsee-MLB-MIA-87,,1757601653754.0,True,mlb,,[],,,Marsee,,MI,,A,,72,,,jakobmarsee,Allen Park (MI),dd6cc682-97be-43c8-a69a-741c60710387,,,,MIA,,,Dearborn,"{'bat_hand': 'L', 'channel_id': '1257104760314527744', 'full_name': 'Jakob Marsee', 'pro_debut': '2025-08-01', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-08-04T16:03:45+00:00'}",Jakob,,,,,CF,marsee,87.0,Jakob Marsee,180,,18740.0
,1.0,,,USA,Nevada,,1995-07-03,,trenton,3155,#trentonbrooks-MLB-SD-41,,1754347553058.0,True,mlb,,[],,,Brooks,,CA,,A,,70,,,trentonbrooks,Granite Hills (CA),bae435b1-0ba9-4c94-b4fc-ce0532aee055,,,,SD,03B837FBCA56,,Alpine,"{'bat_hand': 'L', 'channel_id': '1240072461408550912', 'full_name': 'Trenton Brooks', 'pro_debut': '2024-05-28', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-06-26T20:04:49+00:00'}",Trenton,,670092.0,,,LF,brooks,41.0,Trenton Brooks,195,,18681.0
,1.0,,,USA,Hillsborough Community College (FL),,,,bryan,1620,#bryanlavastida-MLB-CLE-27,,,False,mlb,,[],,,Lavastida,,FL,,MIN,,72,,,bryanlavastida,,3fca9f22-60fd-4762-b589-ace76a827547,,,,CLE,,,Hialeah,"{'bat_hand': 'R', 'full_name': 'Bryan Lavastida', 'pro_debut': '2022-04-10', 'rookie_year': '2022', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2023-03-21T20:07:17+00:00'}",Bryan,,681526.0,,,C,lavastida,27.0,Bryan Lavastida,200,,
,,,,VEN,,,,,anibal,2247,#anibalsanchez-MLB-WSH-19,,,True,mlb,,[],,,Sánchez,,,,A,,72,,,anibalsanchez,U.E. San Pedro Alesandrino (VEN),a6797bdd-683b-404e-b974-3546f93c6c47,,,,WSH,,,Maracay,"{'bat_hand': 'R', 'full_name': 'Aníbal Sánchez', 'pro_debut': '2006-06-25', 'rookie_year': '2006', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-08-30T19:19:50+00:00'}",Aníbal,,434671.0,,,SP,sanchez,19.0,Aníbal Sánchez,207,,
,2.0,,,USA,Boston College,,2000-04-19,,sal,2927,#salfrelick-MLB-MIL-10,,1759007124702.0,True,mlb,,[],,,Frelick,,MA,,A,,68,,,salfrelick,Lexington (MA),aa24e775-28b9-4e84-9157-e69d8517cb6c,,,,MIL,C42B3BA18E20,,Boston,"{'bat_hand': 'L', 'channel_id': '1157161627573846016', 'full_name': 'Sal Frelick', 'pro_debut': '2023-07-22', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-26T20:00:49+00:00'}",Sal,,686217.0,,,RF,frelick,10.0,Sal Frelick,188,,17307.0
,5.0,,,USA,,,1997-04-18,,peter,1281,#peterlambert-MLB-COL-20,,1734225343686.0,True,mlb,,[],,,Lambert,,CA,,A,,74,,,peterlambert,San Dimas (CA),5fac7e47-21bc-414e-a696-a1bc961333b0,,,,COL,A21E6F61341A,,San Dimas,"{'bat_hand': 'R', 'full_name': 'Peter Lambert', 'pro_debut': '2019-06-06', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-10-02T18:32:05+00:00'}",Peter,,663567.0,,,RP,lambert,20.0,Peter Lambert,208,,13852.0
,7.0,,,USA,Slippery Rock,,1991-10-01,,lou,1247,#loutrivino-MLB-PHI-57,,1758427228778.0,True,mlb,,[],,,Trivino,,PA,,A,,77,,,loutrivino,Upper Bucks Christian (PA),113b8d58-57db-473d-87cf-db4570f41d2b,,,,PHI,FB93CCFD175B,,Green Lane,"{'bat_hand': 'R', 'channel_id': '1157161480722874368', 'full_name': 'Lou Trivino', 'pro_debut': '2018-04-17', 'rookie_year': '2018', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-27T05:39:22+00:00'}",Lou,,642152.0,,,RP,trivino,57.0,Lou Trivino,232,,15262.0
,15.0,,,USA,Wallace State Community College,,1988-05-28,,craig,2194,#craigkimbrel-MLB-HOU-46,,1755818720294.0,True,mlb,,[],,,Kimbrel,,AL,,A,,72,,,craigkimbrel,Lee (AL),c4a8a308-1517-4c0e-a8af-f8cd824525cc,,,,HOU,089865A05E10,,Huntsville,"{'bat_hand': 'R', 'channel_id': '1236448635722420224', 'full_name': 'Craig Kimbrel', 'pro_debut': '2010-05-07', 'rookie_year': '2010', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-22T20:01:19+00:00'}",Craig,,518886.0,,,RP,kimbrel,46.0,Craig Kimbrel,215,,10565.0
,5.0,,,USA,,,1997-01-15,,daz,1554,#dazcameron-MLB-MIL-20,,1751738414958.0,True,mlb,,[],,,Cameron,,GA,,A,,72,,,dazcameron,Eagle's Landing Christian (GA),38f623c5-14e7-4160-9616-e05a2a6759b2,,,,MIL,150545A0BE79,,McDonough,"{'bat_hand': 'R', 'channel_id': '1157161207333945344', 'full_name': 'Daz Cameron', 'pro_debut': '2020-09-09', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-06-25T14:13:36+00:00'}",Daz,,663662.0,,,RF,cameron,20.0,Daz Cameron,185,,13810.0
,6.0,,,USA,,,1994-09-21,,devin,2117,#devinwilliams-MLB-NYY-38,,1756999243206.0,True,mlb,,[],,,Williams,,MO,,A,,74,,,devinwilliams,Hazelwood West (MO),569eb746-c734-48d7-82fc-5a14f67ccfe9,,,,NYY,826578498996,,Florissant,"{'bat_hand': 'R', 'channel_id': '1157161639527612416', 'full_name': 'Devin Williams', 'pro_debut': '2019-08-07', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-04-04T13:54:50+00:00'}",Devin,,642207.0,,,RP,williams,38.0,Devin Williams,193,,13048.0
,11.0,,,DOM,,,1989-06-14,,hector,2148,#hectorneris-MLB-HOU-50,,1755318049072.0,True,mlb,,[],,,Neris,,,,A,,74,,,hectorneris,,cc22e589-c92a-4fa1-9bfe-45684e91f837,,,,HOU,9F1DD4CA9B61,,Villa Altagracia,"{'bat_hand': 'R', 'channel_id': '1157161659089846272', 'full_name': 'Héctor Neris', 'pro_debut': '2014-08-05', 'rookie_year': '2014', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-06T05:13:23+00:00'}",Héctor,,593576.0,,,RP,neris,50.0,Héctor Neris,227,,13603.0
,4.0,,,DOM,,,1998-11-19,,cristian,1224,#cristianpache-MLB-MIA-20,,1734644146531.0,True,mlb,,[],,,Pache,,,,A,,74,,,cristianpache,,97188cb3-5f03-40c4-a10e-5a4a8083ad31,,,,MIA,A79BB1B1CECC,,Santo Domingo Centro,"{'bat_hand': 'R', 'full_name': 'Cristian Pache', 'pro_debut': '2020-08-21', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-08-03T21:54:48+00:00'}",Cristian,,665506.0,,,CF,pache,20.0,Cristian Pache,215,,13965.0
,3.0,,,USA,Colorado Mesa,,1996-02-29,,bligh,2476,#blighmadris-MLB-DET-40,,1731121816550.0,True,mlb,,[],,,Madris,,NV,,A,,72,,,blighmadris,Foothill (NV),fa806b40-94c7-4636-8f5e-f2de5985cf79,,,,DET,759F7CC08667,,Las Vegas,"{'bat_hand': 'L', 'channel_id': '1157161365287239680', 'full_name': 'Bligh Madris', 'pro_debut': '2022-06-20', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-10-15T12:45:01+00:00'}",Bligh,,676632.0,,,1B,madris,40.0,Bligh Madris,208,,15990.0
